elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,-0.3379,-0.1802,-0.9668,0.0,-0.244,-0.122,-169.508,18.984,-2.593
20,-0.3374,-0.1787,-0.9702,-0.183,0.366,0.0,-169.508,18.973,-2.593
50,-0.3369,-0.1777,-0.9697,0.183,-0.244,-0.122,-169.508,18.973,-2.593
60,-0.3369,-0.1777,-0.9697,0.0,-0.305,-0.122,-169.508,18.979,-2.593
80,-0.3359,-0.1807,-0.9648,0.061,0.0,-0.427,-169.503,18.973,-2.593
100,-0.3369,-0.1855,-0.9712,-0.061,-0.061,-0.366,-169.497,18.973,-2.593
130,-0.3403,-0.1797,-0.9727,-0.183,-0.061,0.061,-169.497,18.973,-2.593
149,-0.3408,-0.1768,-0.9702,0.061,-0.122,0.61,-169.508,18.979,-2.593
159,-0.3442,-0.1714,-0.9683,0.366,0.0,0.549,-169.508,18.984,-2.593
170,-0.3442,-0.1714,-0.9683,0.427,-0.061,0.244,-169.508,18.99,-2.593
189,-0.3394,-0.1782,-0.9639,0.427,-0.061,0.244,-169.497,18.99,-2.593
199,-0.335,-0.1812,-0.9634,0.122,0.305,-0.305,-169.492,18.984,-2.593
210,-0.333,-0.1821,-0.9663,-0.244,0.488,-0.244,-169.492,18.979,-2.593
229,-0.333,-0.1792,-0.9707,-0.366,-0.122,-0.183,-169.497,18.968,-2.593
239,-0.3354,-0.1802,-0.9707,0.0,-0.244,-0.122,-169.497,18.968,-2.593
259,-0.3379,-0.1807,-0.9673,0.183,-0.244,0.0,-169.492,18.973,-2.593
279,-0.3418,-0.1812,-0.9683,0.305,-0.244,0.122,-169.486,18.984,-2.593
299,-0.3423,-0.1797,-0.9658,0.122,-0.061,0.305,-169.486,18.99,-2.593
319,-0.3418,-0.1743,-0.9692,-0.122,0.061,0.122,-169.492,18.99,-2.593
329,-0.3418,-0.1738,-0.9687,-0.183,0.122,0.0,-169.497,18.99,-2.593
339,-0.3398,-0.1748,-0.9722,-0.061,0.183,-0.061,-169.497,18.99,-2.593
368,-0.3389,-0.1772,-0.9687,0.366,0.122,-0.305,-169.492,18.984,-2.593
389,-0.3384,-0.1841,-0.9683,0.366,0.122,-0.305,-169.481,18.979,-2.593
419,-0.3394,-0.1777,-0.9687,-0.061,-0.061,0.122,-169.481,18.984,-2.593
429,-0.3418,-0.1768,-0.9687,-0.183,0.122,0.061,-169.481,18.984,-2.593
448,-0.3452,-0.1763,-0.9712,0.0,0.244,-0.183,-169.486,18.984,-2.593
458,-0.3442,-0.1807,-0.9712,0.183,0.183,-0.366,-169.486,18.984,-2.593
469,-0.3442,-0.1826,-0.9687,0.244,0.122,-0.427,-169.481,18.984,-2.593
488,-0.3398,-0.186,-0.9653,0.183,0.244,-0.244,-169.464,18.984,-2.593
498,-0.3374,-0.1821,-0.9663,0.183,0.244,-0.244,-169.464,18.979,-2.593
528,-0.3384,-0.1792,-0.9687,-0.122,0.305,0.0,-169.464,18.968,-2.593
538,-0.3384,-0.1792,-0.9687,-0.122,0.244,0.061,-169.47,18.968,-2.593
568,-0.3374,-0.1758,-0.9687,0.183,0.305,-0.122,-169.475,18.962,-2.593
578,-0.3369,-0.1768,-0.9697,0.183,0.305,-0.183,-169.475,18.957,-2.593
598,-0.3369,-0.1782,-0.9673,0.122,0.244,-0.244,-169.47,18.951,-2.593
627,-0.3379,-0.1802,-0.9673,-0.061,0.183,-0.183,-169.47,18.94,-2.593
648,-0.3354,-0.1792,-0.9683,-0.061,0.183,-0.183,-169.47,18.935,-2.593
678,-0.3384,-0.1797,-0.9707,0.122,0.122,-0.122,-169.47,18.924,-2.593
688,-0.3384,-0.1797,-0.9707,0.122,0.122,-0.122,-169.47,18.924,-2.593
707,-0.3418,-0.1792,-0.9678,0.122,0.122,-0.122,-169.464,18.924,-2.593
737,-0.3428,-0.1792,-0.9673,0.244,0.305,-0.183,-169.459,18.929,-2.593
758,-0.3384,-0.1841,-0.9707,0.244,0.305,-0.183,-169.453,18.913,-2.593
787,-0.333,-0.1831,-0.9751,-0.244,0.427,-0.061,-169.453,18.891,-2.593
797,-0.333,-0.1831,-0.9751,-0.183,0.183,0.122,-169.459,18.885,-2.593
828,-0.3398,-0.1792,-0.9648,0.305,-0.183,0.305,-169.453,18.891,-2.593
847,-0.3413,-0.1812,-0.9634,0.427,0.488,-0.122,-169.442,18.891,-2.593
867,-0.3389,-0.1836,-0.9673,0.427,0.488,-0.122,-169.437,18.88,-2.593
887,-0.3394,-0.1812,-0.9683,-0.244,0.183,0.061,-169.442,18.88,-2.593
907,-0.3379,-0.1768,-0.9722,0.061,0.61,-0.061,-169.448,18.869,-2.593
916,-0.3364,-0.1724,-0.9702,0.061,0.61,-0.061,-169.453,18.864,-2.593
937,-0.335,-0.1792,-0.9673,0.427,0.305,-0.671,-169.448,18.853,-2.593
947,-0.3335,-0.1826,-0.9702,0.427,0.305,-0.732,-169.437,18.842,-2.593
956,-0.3335,-0.1826,-0.9702,0.427,0.305,-0.732,-169.431,18.836,-2.593
966,-0.3345,-0.186,-0.9741,0.0,0.305,-0.183,-169.426,18.831,-2.593
996,-0.3384,-0.1787,-0.9722,-0.061,0.183,0.488,-169.442,18.831,-2.593
1017,-0.3452,-0.1714,-0.9687,0.122,0.0,0.427,-169.448,18.842,-2.593
1046,-0.3354,-0.1846,-0.9683,0.366,0.732,-0.61,-169.431,18.825,-2.593
1057,-0.3354,-0.1846,-0.9683,0.122,0.61,-0.61,-169.426,18.82,-2.593
1076,-0.3325,-0.1851,-0.9712,-0.305,0.183,-0.244,-169.426,18.809,-2.593
1096,-0.335,-0.1821,-0.9683,-0.061,0.061,-0.061,-169.426,18.803,-2.593
1126,-0.3364,-0.1821,-0.9683,0.244,0.0,0.0,-169.415,18.803,-2.593
1146,-0.3369,-0.1802,-0.9678,0.122,0.366,0.244,-169.415,18.803,-2.593
1156,-0.3354,-0.1763,-0.9702,-0.061,0.305,0.305,-169.42,18.798,-2.593
1166,-0.3354,-0.1763,-0.9702,-0.183,0.305,0.244,-169.426,18.798,-2.593
1196,-0.3364,-0.1777,-0.9707,0.061,0.061,0.061,-169.437,18.792,-2.593
1206,-0.3374,-0.1831,-0.9692,0.305,-0.061,-0.061,-169.431,18.792,-2.593
1215,-0.3374,-0.1831,-0.9692,0.305,-0.061,-0.061,-169.426,18.792,-2.593
1225,-0.3359,-0.1841,-0.9697,0.244,0.122,-0.122,-169.42,18.787,-2.593
1236,-0.3369,-0.1841,-0.9668,0.244,0.122,-0.122,-169.42,18.792,-2.593
1246,-0.3345,-0.1816,-0.9658,-0.122,-0.183,0.061,-169.42,18.792,-2.593
1255,-0.3345,-0.1816,-0.9658,-0.305,-0.305,0.183,-169.426,18.798,-2.593
1276,-0.3369,-0.1758,-0.9687,-0.305,0.0,0.122,-169.437,18.803,-2.593
1305,-0.335,-0.1821,-0.9707,0.305,0.0,-0.244,-169.437,18.798,-2.593
1316,-0.335,-0.1821,-0.9707,0.244,-0.183,-0.244,-169.431,18.798,-2.593
1335,-0.3359,-0.1826,-0.9663,-0.183,-0.305,0.061,-169.431,18.803,-2.593
1356,-0.3364,-0.1797,-0.9687,-0.122,-0.305,0.183,-169.431,18.809,-2.593
1365,-0.3364,-0.1797,-0.9687,-0.061,-0.183,0.183,-169.437,18.814,-2.593
1385,-0.3379,-0.1787,-0.9702,-0.061,-0.122,0.183,-169.437,18.82,-2.593
1405,-0.3389,-0.1802,-0.9707,0.061,-0.244,0.244,-169.442,18.825,-2.593
1425,-0.3359,-0.1802,-0.9678,-0.061,-0.122,0.305,-169.442,18.831,-2.593
1465,-0.335,-0.1777,-0.9678,0.0,-0.122,-0.122,-169.453,18.836,-2.593
1474,-0.335,-0.1777,-0.9678,0.0,-0.061,-0.244,-169.453,18.836,-2.593
1485,-0.335,-0.1812,-0.9702,0.061,-0.122,-0.244,-169.448,18.836,-2.593
1514,-0.3359,-0.1812,-0.9697,-0.061,-0.183,0.061,-169.448,18.836,-2.593
1535,-0.3364,-0.1812,-0.9697,-0.122,-0.305,0.183,-169.448,18.847,-2.593
1564,-0.3374,-0.1777,-0.9702,-0.061,-0.061,0.122,-169.453,18.853,-2.593
1575,-0.3374,-0.1777,-0.9702,-0.061,-0.061,0.122,-169.459,18.853,-2.593
1594,-0.3369,-0.1792,-0.9668,-0.061,-0.122,0.0,-169.459,18.853,-2.593
1644,-0.3394,-0.1821,-0.9634,0.0,-0.244,0.183,-169.453,18.875,-2.593
1674,-0.3384,-0.1782,-0.9678,0.0,-0.061,0.305,-169.459,18.885,-2.593
1684,-0.3384,-0.1782,-0.9678,0.061,0.0,0.366,-169.459,18.885,-2.593
1704,-0.3394,-0.1768,-0.9692,0.0,0.0,0.244,-169.464,18.891,-2.593
1724,-0.3389,-0.1768,-0.9673,0.0,-0.061,-0.061,-169.47,18.891,-2.593
1744,-0.3374,-0.1826,-0.9692,-0.122,-0.183,-0.488,-169.47,18.896,-2.593
1754,-0.3364,-0.1885,-0.9712,-0.122,-0.183,-0.488,-169.464,18.891,-2.593
1773,-0.3369,-0.188,-0.9722,-0.244,-0.122,0.0,-169.459,18.891,-2.593
1834,-0.3418,-0.1758,-0.9653,0.305,-0.244,0.183,-169.481,18.918,-2.593
1853,-0.3369,-0.1797,-0.9702,0.061,0.122,-0.305,-169.475,18.918,-2.593
1883,-0.335,-0.1831,-0.9712,-0.366,0.061,-0.122,-169.481,18.907,-2.593
1903,-0.3364,-0.1821,-0.9712,-0.183,-0.122,-0.061,-169.481,18.907,-2.593
1933,-0.3379,-0.1787,-0.9658,0.244,-0.244,0.122,-169.47,18.913,-2.593
1943,-0.3379,-0.1787,-0.9658,0.061,-0.183,0.183,-169.47,18.918,-2.593
1963,-0.3398,-0.1797,-0.9673,0.0,-0.183,0.244,-169.475,18.929,-2.593
1983,-0.3374,-0.1748,-0.9702,-0.122,0.061,0.0,-169.481,18.929,-2.593
2003,-0.3384,-0.1777,-0.9712,-0.122,0.061,0.0,-169.481,18.924,-2.593
2013,-0.3394,-0.1787,-0.9736,-0.122,0.061,0.0,-169.486,18.924,-2.593
2032,-0.3379,-0.1802,-0.9712,0.366,-0.183,-0.122,-169.481,18.929,-2.593
2043,-0.3369,-0.1826,-0.9687,0.0,0.0,-0.061,-169.475,18.929,-2.593
2053,-0.3369,-0.1826,-0.9687,-0.061,0.183,0.0,-169.475,18.924,-2.593
2083,-0.3403,-0.1797,-0.9687,0.122,-0.244,0.122,-169.47,18.935,-2.593
2093,-0.3403,-0.1797,-0.9687,-0.122,0.122,0.061,-169.475,18.935,-2.593
