elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,-0.0610,0.5264,-0.8838,-3.418,-1.465,-1.831,149.222,3.175,-89.687
10,-0.0537,0.5205,-0.8833,-4.639,-1.831,-2.380,149.178,3.203,-89.676
20,-0.0532,0.5303,-0.8770,-5.737,-2.625,-2.747,149.123,3.235,-89.665
30,-0.0439,0.5215,-0.8691,-5.981,-3.113,-2.808,149.062,3.268,-89.659
40,-0.0488,0.5283,-0.8633,-5.920,-3.601,-2.808,148.997,3.307,-89.654
50,-0.0439,0.5234,-0.8550,-4.639,-3.418,-2.625,148.947,3.340,-89.648
60,-0.0508,0.5239,-0.8511,-3.235,-2.991,-2.441,148.909,3.378,-89.643
70,-0.0522,0.5190,-0.8423,-1.160,-2.258,-1.953,148.892,3.400,-89.637
80,-0.0571,0.5112,-0.8408,0.305,-1.282,-1.709,148.892,3.422,-89.626
90,-0.0605,0.5049,-0.8403,0.977,-0.488,-1.404,148.903,3.433,-89.621
100,-0.0615,0.4995,-0.8442,1.343,0.488,-1.160,148.925,3.433,-89.604
110,-0.0581,0.4971,-0.8472,0.977,1.404,-0.610,148.942,3.428,-89.594
120,-0.0557,0.5000,-0.8535,0.488,2.380,0.122,148.953,3.406,-89.583
130,-0.0542,0.5024,-0.8574,0.305,3.052,0.732,148.964,3.373,-89.572
140,-0.0547,0.5059,-0.8638,0.427,3.296,1.404,148.975,3.334,-89.566
150,-0.0547,0.5078,-0.8657,0.488,3.113,2.075,148.986,3.296,-89.572
160,-0.0552,0.5161,-0.8677,0.549,2.930,2.625,148.997,3.252,-89.577
170,-0.0527,0.5254,-0.8716,0.977,2.869,2.991,149.002,3.214,-89.588
180,-0.0503,0.5327,-0.8765,1.404,3.052,2.991,149.013,3.170,-89.599
190,-0.0508,0.5396,-0.8799,1.831,3.357,2.686,149.024,3.120,-89.604
200,-0.0508,0.5435,-0.8882,2.136,3.479,2.075,149.041,3.076,-89.604
210,-0.0483,0.5444,-0.8901,2.197,3.296,1.465,149.057,3.038,-89.599
220,-0.0479,0.5444,-0.8940,2.136,2.930,0.854,149.079,3.005,-89.594
230,-0.0483,0.5435,-0.8965,1.892,2.197,0.244,149.090,2.983,-89.583
240,-0.0518,0.5400,-0.8926,1.770,1.404,-0.305,149.106,2.972,-89.572
250,-0.0542,0.5366,-0.8901,1.587,0.610,-0.793,149.123,2.966,-89.561
260,-0.0571,0.5327,-0.8833,1.526,0.122,-1.160,149.134,2.977,-89.550
270,-0.0591,0.5249,-0.8799,1.526,0.000,-1.465,149.150,2.988,-89.539
280,-0.0586,0.5195,-0.8765,1.282,0.244,-1.709,149.167,2.994,-89.522
290,-0.0562,0.5171,-0.8740,0.732,0.488,-1.831,149.178,3.005,-89.506
300,-0.0542,0.5156,-0.8701,0.244,0.549,-1.831,149.183,3.005,-89.484
310,-0.0527,0.5151,-0.8682,0.183,0.488,-1.648,149.189,3.010,-89.467
320,-0.0537,0.5142,-0.8662,0.427,0.488,-1.526,149.194,3.016,-89.456
330,-0.0537,0.5146,-0.8677,1.160,0.854,-1.526,149.205,3.016,-89.434
340,-0.0508,0.5132,-0.8750,2.014,1.343,-1.587,149.233,3.010,-89.418
351,-0.0464,0.5112,-0.8779,2.197,1.526,-1.526,149.260,3.005,-89.396
360,-0.0420,0.5063,-0.8828,1.953,1.282,-1.404,149.288,2.994,-89.374
370,-0.0454,0.5103,-0.8892,1.587,0.427,-1.404,149.315,2.988,-89.363
380,-0.0444,0.5186,-0.8960,0.977,-1.038,-1.831,149.332,3.005,-89.352
390,-0.0439,0.5278,-0.8960,0.610,-2.319,-1.770,149.337,3.027,-89.346
400,-0.0444,0.5332,-0.8984,0.916,-3.174,-1.587,149.348,3.054,-89.352
410,-0.0513,0.5308,-0.8965,0.732,-3.235,-1.465,149.354,3.087,-89.352
420,-0.0508,0.5332,-0.8955,0.244,-2.808,-1.709,149.354,3.120,-89.352
430,-0.0522,0.5288,-0.8916,0.244,-2.380,-2.075,149.359,3.148,-89.346
440,-0.0562,0.5181,-0.8940,0.488,-2.380,-1.953,149.370,3.175,-89.346
450,-0.0586,0.5151,-0.8892,0.061,-2.991,-1.892,149.376,3.214,-89.341
460,-0.0576,0.5161,-0.8823,-1.282,-3.662,-2.136,149.365,3.252,-89.341
470,-0.0620,0.5205,-0.8745,-2.686,-4.150,-2.319,149.337,3.301,-89.346
480,-0.0684,0.5210,-0.8652,-2.686,-4.578,-2.625,149.304,3.362,-89.346
490,-0.0674,0.5205,-0.8623,-2.563,-4.517,-2.869,149.277,3.417,-89.341
500,-0.0684,0.5186,-0.8633,-1.892,-4.089,-3.235,149.255,3.472,-89.335
510,-0.0625,0.5146,-0.8647,-0.305,-3.052,-2.991,149.255,3.516,-89.324
520,-0.0645,0.5122,-0.8662,0.671,-2.197,-2.686,149.260,3.549,-89.313
530,-0.0620,0.5063,-0.8662,0.793,-1.587,-2.502,149.277,3.576,-89.302
540,-0.0605,0.5063,-0.8711,0.549,-0.793,-2.197,149.288,3.593,-89.286
550,-0.0591,0.5068,-0.8716,0.061,-0.122,-1.831,149.293,3.598,-89.269
560,-0.0596,0.5073,-0.8730,-0.305,0.549,-1.526,149.299,3.604,-89.253
570,-0.0596,0.5059,-0.8770,-0.244,0.854,-1.465,149.304,3.598,-89.236
580,-0.0557,0.5029,-0.8809,0.122,1.038,-1.343,149.315,3.593,-89.220
590,-0.0557,0.5024,-0.8862,0.305,1.099,-1.221,149.332,3.587,-89.203
600,-0.0552,0.5020,-0.8872,0.366,0.793,-1.221,149.348,3.582,-89.193
610,-0.0552,0.5020,-0.8887,0.488,0.183,-1.160,149.365,3.576,-89.182
620,-0.0576,0.5005,-0.8921,0.366,-0.427,-0.854,149.381,3.582,-89.176
630,-0.0596,0.5000,-0.8916,0.305,-0.793,-0.610,149.398,3.593,-89.171
640,-0.0571,0.5039,-0.8965,0.305,-0.916,-0.366,149.414,3.598,-89.176
650,-0.0532,0.5103,-0.8950,0.305,-1.099,-0.061,149.425,3.598,-89.182
660,-0.0508,0.5112,-0.8901,0.183,-1.465,0.183,149.436,3.604,-89.187
670,-0.0518,0.5093,-0.8896,0.000,-1.892,0.183,149.442,3.609,-89.198
680,-0.0591,0.5107,-0.8906,-0.305,-2.136,-0.122,149.442,3.625,-89.209
690,-0.0601,0.5112,-0.8901,-0.732,-2.197,-0.183,149.442,3.642,-89.220
700,-0.0659,0.5171,-0.8867,-1.038,-2.014,-0.122,149.436,3.664,-89.231
710,-0.0684,0.5181,-0.8828,-0.793,-1.831,0.122,149.431,3.680,-89.236
720,-0.0713,0.5176,-0.8794,-0.366,-1.770,0.305,149.425,3.697,-89.253
730,-0.0825,0.5122,-0.8755,-0.061,-1.953,0.305,149.425,3.719,-89.264
740,-0.0928,0.5044,-0.8716,-0.732,-2.197,0.305,149.425,3.752,-89.275
750,-0.1040,0.5049,-0.8608,-2.258,-2.625,0.183,149.403,3.796,-89.291
760,-0.1108,0.5156,-0.8477,-3.906,-2.930,0.122,149.354,3.845,-89.308
770,-0.1104,0.5200,-0.8398,-4.150,-2.686,0.061,149.299,3.895,-89.324
780,-0.1011,0.5298,-0.8335,-3.418,-1.831,-0.061,149.249,3.928,-89.330
790,-0.0864,0.5400,-0.8325,-1.892,-0.671,-0.427,149.211,3.950,-89.330
800,-0.0640,0.5454,-0.8350,0.122,0.183,-0.488,149.189,3.944,-89.324
810,-0.0449,0.5449,-0.8467,1.526,0.671,-0.793,149.183,3.928,-89.313
820,-0.0273,0.5454,-0.8594,2.136,1.160,-1.282,149.189,3.900,-89.297
830,-0.0210,0.5493,-0.8735,2.014,1.831,-1.892,149.194,3.867,-89.275
840,-0.0186,0.5508,-0.8877,1.648,2.991,-2.502,149.205,3.829,-89.236
851,-0.0220,0.5498,-0.8936,1.587,4.395,-3.052,149.216,3.779,-89.187
860,-0.0278,0.5435,-0.9009,1.892,5.493,-3.601,149.238,3.730,-89.127
870,-0.0332,0.5278,-0.9131,2.808,6.042,-4.333,149.277,3.680,-89.061
880,-0.0449,0.5132,-0.9248,3.601,5.737,-4.944,149.332,3.642,-88.989
890,-0.0513,0.4971,-0.9253,3.784,4.639,-5.188,149.398,3.620,-88.918
900,-0.0571,0.4844,-0.9307,3.296,2.869,-5.066,149.464,3.620,-88.863
910,-0.0649,0.4785,-0.9321,2.258,0.732,-4.822,149.524,3.636,-88.813
920,-0.0679,0.4712,-0.9302,1.099,-1.404,-4.395,149.573,3.669,-88.786
930,-0.0679,0.4673,-0.9219,-0.122,-3.662,-3.723,149.606,3.719,-88.770
940,-0.0669,0.4639,-0.9063,-1.526,-5.920,-2.808,149.628,3.785,-88.775
950,-0.0679,0.4707,-0.8936,-3.296,-8.118,-1.831,149.617,3.862,-88.802
960,-0.0757,0.4785,-0.8838,-4.211,-9.277,-1.099,149.595,3.955,-88.841
970,-0.0815,0.4873,-0.8726,-4.089,-9.033,-0.366,149.562,4.037,-88.885
980,-0.0850,0.4907,-0.8633,-3.357,-7.446,0.183,149.535,4.109,-88.923
990,-0.0859,0.4893,-0.8604,-1.831,-5.554,0.671,149.524,4.164,-88.956
1000,-0.0913,0.4912,-0.8516,-1.038,-4.272,1.343,149.513,4.202,-88.989
1010,-0.0972,0.4961,-0.8442,-1.099,-4.028,2.014,149.502,4.241,-89.028
1020,-0.1030,0.5034,-0.8374,-1.526,-4.272,2.563,149.480,4.285,-89.072
1030,-0.1064,0.5142,-0.8311,-2.197,-4.700,2.808,149.442,4.329,-89.121
1040,-0.1079,0.5288,-0.8228,-2.625,-4.639,2.869,149.387,4.373,-89.165
1050,-0.1016,0.5425,-0.8164,-2.502,-3.967,2.808,149.332,4.411,-89.214
1060,-0.0894,0.5547,-0.8174,-1.892,-2.686,2.625,149.271,4.427,-89.247
1070,-0.0708,0.5591,-0.8213,-1.038,-1.160,2.258,149.227,4.422,-89.275
1080,-0.0537,0.5635,-0.8267,-0.793,0.244,1.892,149.183,4.395,-89.291
1090,-0.0410,0.5747,-0.8340,-0.793,1.343,1.465,149.134,4.356,-89.297
1101,-0.0327,0.5815,-0.8433,-0.183,2.563,0.854,149.095,4.307,-89.291
1111,-0.0312,0.5835,-0.8569,1.099,4.211,-0.061,149.079,4.246,-89.264
1121,-0.0342,0.5786,-0.8726,2.625,6.042,-1.282,149.079,4.175,-89.225
1131,-0.0352,0.5635,-0.8867,4.089,7.568,-2.808,149.112,4.103,-89.160
1141,-0.0444,0.5420,-0.9038,4.883,8.484,-4.150,149.161,4.037,-89.083
1151,-0.0537,0.5229,-0.9209,4.456,8.484,-5.066,149.227,3.977,-88.995
1161,-0.0625,0.5112,-0.9316,3.235,7.751,-5.432,149.282,3.933,-88.907
1171,-0.0693,0.5015,-0.9370,2.075,6.287,-5.371,149.337,3.906,-88.830
1181,-0.0752,0.4897,-0.9390,1.587,4.333,-5.127,149.387,3.895,-88.764
1191,-0.0796,0.4741,-0.9375,1.831,2.075,-4.761,149.447,3.906,-88.709
1201,-0.0850,0.4604,-0.9272,1.648,-0.366,-4.395,149.507,3.939,-88.676
1211,-0.0884,0.4468,-0.9165,0.977,-2.563,-3.723,149.562,3.988,-88.654
1221,-0.0894,0.4404,-0.9048,-0.183,-4.150,-2.747,149.606,4.048,-88.654
1231,-0.0864,0.4429,-0.8950,-1.465,-4.944,-1.709,149.628,4.109,-88.665
1241,-0.0811,0.4502,-0.8809,-2.380,-5.249,-0.671,149.639,4.164,-88.687
1251,-0.0806,0.4580,-0.8716,-2.258,-5.432,0.244,149.639,4.213,-88.715
1261,-0.0776,0.4648,-0.8628,-1.404,-5.676,1.099,149.645,4.257,-88.753
1271,-0.0771,0.4702,-0.8608,-0.244,-5.554,1.953,149.656,4.301,-88.797
1281,-0.0796,0.4741,-0.8516,0.732,-5.005,2.869,149.672,4.334,-88.846
1291,-0.0776,0.4795,-0.8521,1.343,-4.028,3.906,149.689,4.351,-88.901
1301,-0.0786,0.4863,-0.8496,1.587,-2.808,4.822,149.705,4.351,-88.956
1311,-0.0796,0.4990,-0.8525,1.343,-1.587,5.554,149.716,4.340,-89.017
1321,-0.0786,0.5122,-0.8560,0.977,-0.427,6.042,149.716,4.312,-89.066
1331,-0.0786,0.5239,-0.8638,0.610,0.549,6.226,149.705,4.279,-89.121
1341,-0.0767,0.5371,-0.8687,0.183,0.977,6.287,149.689,4.241,-89.171
1351,-0.0718,0.5479,-0.8730,0.122,0.916,5.981,149.672,4.202,-89.214
1361,-0.0645,0.5557,-0.8770,0.122,0.366,5.493,149.650,4.164,-89.264
1371,-0.0620,0.5630,-0.8765,0.061,-0.244,4.822,149.623,4.131,-89.308
1381,-0.0605,0.5688,-0.8745,0.244,-0.549,4.089,149.595,4.109,-89.341
1391,-0.0581,0.5693,-0.8711,0.488,-0.427,3.296,149.568,4.087,-89.374
1401,-0.0562,0.5679,-0.8735,0.610,0.000,2.319,149.551,4.065,-89.396
1411,-0.0542,0.5630,-0.8740,0.977,0.916,1.160,149.535,4.043,-89.401
1421,-0.0493,0.5562,-0.8770,1.404,1.892,0.000,149.529,4.010,-89.390
1431,-0.0479,0.5449,-0.8818,1.953,2.197,-1.221,149.540,3.988,-89.368
1441,-0.0522,0.5356,-0.8921,2.502,1.587,-2.441,149.562,3.972,-89.341
1451,-0.0537,0.5288,-0.8994,2.991,-0.183,-3.601,149.590,3.983,-89.308
1461,-0.0537,0.5215,-0.9009,4.272,-3.906,-5.493,149.639,4.032,-89.280
1471,-0.0605,0.5112,-0.9102,6.592,-10.010,-7.935,149.716,4.153,-89.264
1481,-0.0767,0.5098,-0.9224,7.141,-16.235,-9.338,149.799,4.334,-89.264
1491,-0.0894,0.5039,-0.9272,7.507,-20.996,-9.399,149.892,4.570,-89.291
1501,-0.0967,0.4976,-0.9321,8.301,-23.743,-8.728,149.991,4.823,-89.330
1511,-0.1021,0.4873,-0.9180,8.179,-25.574,-7.935,150.084,5.087,-89.390
1521,-0.1040,0.4907,-0.9106,7.446,-26.672,-7.751,150.167,5.361,-89.456
1531,-0.1118,0.4854,-0.8936,7.874,-30.518,-8.301,150.255,5.674,-89.539
1541,-0.1050,0.4878,-0.8774,6.775,-31.006,-8.179,150.320,5.982,-89.621
1551,-0.1094,0.4819,-0.8735,5.249,-28.870,-7.202,150.370,6.268,-89.703
1561,-0.1177,0.4800,-0.8662,3.479,-26.489,-6.042,150.403,6.531,-89.780
1571,-0.1279,0.4868,-0.8677,2.380,-24.475,-5.066,150.419,6.773,-89.857
1581,-0.1343,0.4932,-0.8608,1.770,-22.034,-4.272,150.425,6.993,-89.929
1591,-0.1323,0.4976,-0.8608,0.671,-18.250,-3.662,150.419,7.174,-89.989
1601,-0.1367,0.4990,-0.8579,0.427,-14.343,-3.235,150.414,7.322,-90.033
1611,-0.1367,0.4951,-0.8574,0.061,-9.155,-2.563,150.408,7.421,-90.055
1621,-0.1382,0.4907,-0.8496,-0.183,-4.578,-2.075,150.403,7.476,-90.060
1631,-0.1377,0.4878,-0.8457,-1.099,-1.038,-1.526,150.386,7.498,-90.049
1641,-0.1333,0.4863,-0.8438,-2.136,0.977,-1.038,150.364,7.498,-90.038
1651,-0.1304,0.4922,-0.8438,-2.686,2.563,-0.671,150.337,7.476,-90.016
1661,-0.1270,0.4961,-0.8486,-2.258,4.211,-0.183,150.309,7.443,-89.995
1671,-0.1211,0.4917,-0.8540,-1.160,6.226,0.610,150.298,7.383,-89.973
1681,-0.1177,0.4941,-0.8623,-0.610,8.728,1.526,150.293,7.289,-89.940
1691,-0.1162,0.4878,-0.8701,0.610,11.719,2.319,150.309,7.174,-89.901
1701,-0.1079,0.4805,-0.8843,0.916,14.648,3.113,150.337,7.020,-89.857
1711,-0.1050,0.4810,-0.8862,-0.122,17.029,4.028,150.353,6.844,-89.808
1721,-0.1025,0.4785,-0.8877,-1.160,18.799,4.639,150.359,6.652,-89.753
1731,-0.1025,0.4795,-0.8940,-2.319,19.531,4.883,150.359,6.449,-89.698
1741,-0.1016,0.4829,-0.8931,-2.930,19.104,4.822,150.348,6.251,-89.648
1751,-0.1060,0.4844,-0.9019,-2.380,17.700,4.517,150.342,6.075,-89.599
1761,-0.1084,0.4873,-0.9048,-1.404,15.503,3.967,150.348,5.922,-89.555
1771,-0.1094,0.4893,-0.9102,0.244,12.390,3.052,150.370,5.801,-89.522
1781,-0.1118,0.4893,-0.9170,1.526,8.545,2.258,150.403,5.718,-89.500
1791,-0.1128,0.4907,-0.9214,1.831,4.700,1.953,150.436,5.674,-89.489
1801,-0.1094,0.4951,-0.9204,1.282,1.465,1.953,150.458,5.658,-89.500
1811,-0.1069,0.4971,-0.9092,0.244,-1.038,2.136,150.469,5.658,-89.522
1821,-0.1045,0.5034,-0.8975,-0.854,-2.869,2.136,150.458,5.674,-89.555
1831,-0.1035,0.5103,-0.8892,-1.709,-3.906,2.014,150.436,5.696,-89.594
1841,-0.1045,0.5146,-0.8804,-1.953,-4.272,1.709,150.403,5.729,-89.632
1852,-0.0981,0.5171,-0.8735,-1.770,-3.845,1.343,150.375,5.751,-89.659
1861,-0.0933,0.5195,-0.8672,-1.343,-2.991,0.977,150.342,5.768,-89.687
1871,-0.0908,0.5176,-0.8628,-0.610,-2.075,0.610,150.326,5.779,-89.698
1881,-0.0903,0.5156,-0.8628,0.000,-1.038,0.244,150.309,5.779,-89.709
1891,-0.0947,0.5112,-0.8623,0.122,0.061,0.122,150.304,5.773,-89.709
1901,-0.0962,0.5083,-0.8604,-0.183,0.916,0.305,150.293,5.762,-89.709
1911,-0.0977,0.5078,-0.8594,-0.427,1.770,0.488,150.282,5.740,-89.703
1921,-0.1001,0.5039,-0.8643,-0.366,2.991,0.610,150.271,5.713,-89.692
1931,-0.0986,0.5034,-0.8687,-0.244,3.845,0.610,150.266,5.674,-89.681
1941,-0.0957,0.5010,-0.8716,0.427,4.517,0.610,150.271,5.630,-89.659
1951,-0.0908,0.4971,-0.8799,1.038,4.761,0.549,150.287,5.581,-89.643
1961,-0.0879,0.4966,-0.8848,1.282,4.395,0.671,150.304,5.537,-89.626
1971,-0.0825,0.4971,-0.8911,1.099,3.601,0.671,150.320,5.493,-89.615
1981,-0.0796,0.4980,-0.8970,0.854,2.686,0.427,150.337,5.455,-89.604
1991,-0.0825,0.4946,-0.9023,0.732,2.014,0.061,150.353,5.427,-89.594
2001,-0.0864,0.4946,-0.9121,0.488,1.526,-0.061,150.375,5.411,-89.588
2011,-0.0898,0.4927,-0.9106,-0.183,1.038,0.000,150.381,5.394,-89.583
2021,-0.0972,0.4927,-0.9097,-0.610,0.183,0.061,150.392,5.394,-89.583
2031,-0.1064,0.4844,-0.9106,-0.366,-0.366,0.244,150.403,5.400,-89.588
2041,-0.1128,0.4839,-0.9063,-0.793,-1.282,0.488,150.408,5.416,-89.599
2051,-0.1172,0.4849,-0.8994,-1.038,-2.136,0.671,150.408,5.444,-89.615
2061,-0.1201,0.4849,-0.8931,-0.977,-2.747,0.916,150.408,5.477,-89.632
2071,-0.1201,0.4902,-0.8843,-1.526,-3.418,1.221,150.397,5.515,-89.659
2081,-0.1162,0.4990,-0.8730,-1.831,-3.845,1.465,150.375,5.548,-89.692
2091,-0.1104,0.5039,-0.8706,-1.892,-3.906,1.404,150.348,5.587,-89.725
2101,-0.1084,0.5054,-0.8662,-1.770,-3.479,1.282,150.320,5.614,-89.753
2111,-0.1045,0.5103,-0.8589,-1.953,-2.808,0.977,150.287,5.636,-89.775
2121,-0.0981,0.5127,-0.8555,-2.014,-2.563,0.488,150.255,5.658,-89.791
2131,-0.0952,0.5161,-0.8550,-1.770,-2.441,0.000,150.222,5.674,-89.808
2141,-0.0928,0.5200,-0.8569,-1.404,-2.075,-0.366,150.194,5.691,-89.813
2151,-0.0933,0.5190,-0.8589,-0.732,-1.221,-0.610,150.172,5.702,-89.813
2161,-0.0937,0.5151,-0.8633,-0.061,-0.061,-0.732,150.161,5.702,-89.808
2171,-0.1011,0.5112,-0.8701,0.305,1.282,-0.916,150.161,5.696,-89.791
2181,-0.1016,0.5093,-0.8745,0.305,2.319,-0.916,150.161,5.680,-89.775
2191,-0.0957,0.5083,-0.8857,0.549,3.235,-0.916,150.167,5.652,-89.747
2201,-0.0898,0.5039,-0.8901,0.610,3.723,-0.732,150.183,5.620,-89.725
2211,-0.0854,0.5000,-0.8892,-0.366,2.014,-0.488,150.183,5.598,-89.709
2221,-0.0879,0.5010,-0.8965,-0.427,0.916,-0.305,150.189,5.581,-89.703
2231,-0.0854,0.5015,-0.8921,-0.488,0.366,0.000,150.189,5.570,-89.703
2241,-0.0835,0.5029,-0.8892,-0.244,0.366,0.122,150.189,5.559,-89.698
2251,-0.0830,0.5039,-0.8882,0.122,0.488,0.061,150.189,5.543,-89.698
2261,-0.0850,0.5010,-0.8896,0.488,0.610,-0.183,150.200,5.532,-89.692
2271,-0.0820,0.4985,-0.8916,0.610,0.793,-0.488,150.211,5.515,-89.687
2281,-0.0835,0.4946,-0.8926,0.305,0.671,-0.732,150.227,5.510,-89.676
2291,-0.0820,0.4912,-0.8921,-0.061,0.305,-0.916,150.233,5.499,-89.665
2301,-0.0854,0.4878,-0.8931,-0.488,-0.183,-0.977,150.244,5.499,-89.659
2311,-0.0957,0.4819,-0.8877,-0.854,-0.854,-0.854,150.244,5.510,-89.654
2321,-0.1074,0.4756,-0.8789,-1.221,-1.282,-0.671,150.249,5.532,-89.654
2331,-0.1152,0.4741,-0.8691,-1.404,-1.343,-0.366,150.244,5.554,-89.659
2341,-0.1172,0.4741,-0.8599,-1.282,-1.099,0.244,150.238,5.576,-89.665
2352,-0.1157,0.4727,-0.8535,-0.549,-0.366,0.977,150.244,5.587,-89.676
2361,-0.1089,0.4722,-0.8472,0.122,0.549,1.831,150.249,5.581,-89.692
2371,-0.1011,0.4731,-0.8384,0.488,1.465,2.686,150.255,5.559,-89.709
2381,-0.0962,0.4746,-0.8335,0.427,2.258,3.662,150.255,5.521,-89.725
2391,-0.0913,0.4824,-0.8286,0.000,2.991,4.700,150.249,5.471,-89.753
2401,-0.0874,0.4961,-0.8276,-0.549,3.845,5.798,150.227,5.411,-89.786
2411,-0.0869,0.5137,-0.8320,-0.549,5.066,6.653,150.200,5.328,-89.819
2421,-0.0854,0.5278,-0.8403,0.244,6.714,7.202,150.178,5.229,-89.846
2431,-0.0874,0.5366,-0.8569,1.526,8.728,7.202,150.167,5.120,-89.868
2441,-0.0898,0.5449,-0.8721,2.808,10.681,6.775,150.172,4.993,-89.874
2451,-0.0942,0.5469,-0.8867,3.357,11.902,5.920,150.189,4.861,-89.863
2461,-0.0967,0.5518,-0.9038,3.113,12.024,4.761,150.205,4.741,-89.846
