elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,-0.2871,0.2959,-0.9258,0.244,0.793,0.183,162.625,16.342,-64.352
10,-0.2881,0.2959,-0.9263,0.061,0.977,0.061,162.625,16.337,-64.352
20,-0.2910,0.2964,-0.9297,-0.122,1.221,-0.122,162.620,16.326,-64.352
30,-0.2920,0.2974,-0.9321,-0.305,1.526,-0.244,162.620,16.315,-64.352
40,-0.2900,0.2979,-0.9331,-0.427,1.709,-0.366,162.614,16.304,-64.352
50,-0.2886,0.2998,-0.9355,-0.244,1.648,-0.366,162.609,16.287,-64.352
60,-0.2861,0.2998,-0.9390,0.061,1.465,-0.427,162.609,16.276,-64.352
70,-0.2861,0.2983,-0.9385,0.427,1.160,-0.488,162.614,16.265,-64.352
80,-0.2866,0.2964,-0.9380,0.610,0.732,-0.549,162.620,16.260,-64.352
90,-0.2856,0.2974,-0.9355,0.488,0.305,-0.671,162.625,16.260,-64.352
100,-0.2856,0.2944,-0.9346,0.244,0.183,-0.793,162.625,16.260,-64.352
110,-0.2861,0.2954,-0.9355,-0.061,0.183,-1.038,162.631,16.260,-64.341
120,-0.2876,0.2930,-0.9336,-0.183,0.366,-1.221,162.631,16.260,-64.330
130,-0.2861,0.2910,-0.9326,-0.122,0.549,-1.221,162.631,16.260,-64.319
140,-0.2881,0.2886,-0.9287,0.000,0.549,-1.160,162.636,16.260,-64.303
150,-0.2871,0.2905,-0.9263,0.000,0.305,-1.099,162.642,16.265,-64.292
160,-0.2881,0.2910,-0.9302,0.122,0.244,-0.916,162.642,16.265,-64.281
170,-0.2881,0.2915,-0.9312,0.427,0.488,-0.793,162.653,16.265,-64.270
180,-0.2881,0.2852,-0.9292,0.610,0.916,-0.671,162.664,16.260,-64.265
190,-0.2856,0.2881,-0.9326,0.427,1.099,-0.671,162.669,16.254,-64.254
200,-0.2832,0.2886,-0.9346,0.244,1.160,-0.671,162.680,16.243,-64.243
210,-0.2827,0.2881,-0.9399,0.122,1.099,-0.549,162.686,16.232,-64.232
220,-0.2822,0.2900,-0.9380,0.000,1.099,-0.549,162.686,16.221,-64.226
230,-0.2856,0.2900,-0.9419,0.061,0.977,-0.549,162.691,16.216,-64.215
240,-0.2861,0.2881,-0.9419,0.244,0.732,-0.427,162.702,16.210,-64.210
250,-0.2847,0.2876,-0.9419,0.366,0.366,-0.305,162.708,16.205,-64.204
260,-0.2837,0.2891,-0.9419,0.366,0.000,-0.244,162.713,16.205,-64.204
270,-0.2832,0.2881,-0.9390,0.305,-0.366,-0.122,162.719,16.205,-64.204
280,-0.2832,0.2871,-0.9370,0.183,-0.488,0.000,162.724,16.210,-64.204
290,-0.2837,0.2856,-0.9390,0.061,-0.427,0.000,162.729,16.216,-64.204
300,-0.2856,0.2856,-0.9360,0.000,-0.366,0.000,162.729,16.216,-64.210
310,-0.2832,0.2871,-0.9341,-0.183,-0.183,0.061,162.729,16.221,-64.210
320,-0.2852,0.2891,-0.9277,-0.244,-0.122,0.122,162.724,16.221,-64.210
330,-0.2856,0.2920,-0.9331,-0.122,-0.122,0.122,162.724,16.221,-64.210
340,-0.2866,0.2920,-0.9336,0.183,-0.122,0.183,162.724,16.227,-64.215
350,-0.2861,0.2900,-0.9351,0.427,-0.122,0.244,162.729,16.227,-64.215
360,-0.2856,0.2925,-0.9341,0.610,-0.183,0.305,162.729,16.227,-64.221
370,-0.2856,0.2925,-0.9346,0.610,-0.305,0.366,162.735,16.227,-64.226
380,-0.2866,0.2935,-0.9341,0.488,-0.305,0.305,162.735,16.232,-64.226
390,-0.2861,0.2959,-0.9341,0.305,-0.366,0.244,162.735,16.238,-64.232
400,-0.2852,0.2979,-0.9360,0.244,-0.305,0.183,162.735,16.238,-64.237
410,-0.2866,0.2959,-0.9312,0.244,-0.305,0.000,162.735,16.243,-64.237
420,-0.2881,0.2949,-0.9297,0.183,-0.427,-0.122,162.729,16.249,-64.237
430,-0.2856,0.2969,-0.9287,0.183,-0.488,-0.183,162.729,16.254,-64.237
440,-0.2871,0.2964,-0.9272,0.122,-0.427,-0.305,162.724,16.260,-64.232
450,-0.2891,0.2930,-0.9272,0.000,-0.366,-0.366,162.724,16.271,-64.232
460,-0.2910,0.2930,-0.9272,-0.061,-0.122,-0.488,162.724,16.276,-64.226
470,-0.2900,0.2925,-0.9243,-0.061,0.000,-0.488,162.719,16.282,-64.221
480,-0.2881,0.2935,-0.9243,0.061,0.061,-0.549,162.719,16.282,-64.215
490,-0.2896,0.2920,-0.9248,0.244,0.183,-0.549,162.719,16.287,-64.210
500,-0.2900,0.2925,-0.9272,0.305,0.427,-0.549,162.724,16.287,-64.204
510,-0.2896,0.2925,-0.9282,0.427,0.793,-0.610,162.729,16.287,-64.193
520,-0.2876,0.2896,-0.9316,0.427,1.038,-0.671,162.735,16.276,-64.188
530,-0.2886,0.2900,-0.9331,0.183,1.099,-0.732,162.740,16.271,-64.177
540,-0.2866,0.2896,-0.9365,-0.061,0.977,-0.732,162.740,16.265,-64.166
550,-0.2856,0.2900,-0.9351,-0.122,0.916,-0.671,162.746,16.260,-64.155
560,-0.2837,0.2891,-0.9346,0.000,0.671,-0.610,162.746,16.254,-64.149
570,-0.2837,0.2891,-0.9360,0.122,0.366,-0.549,162.751,16.249,-64.138
580,-0.2847,0.2891,-0.9360,0.244,0.305,-0.427,162.757,16.249,-64.133
590,-0.2861,0.2876,-0.9370,0.427,0.366,-0.305,162.762,16.243,-64.133
600,-0.2871,0.2837,-0.9336,0.305,0.427,-0.244,162.768,16.243,-64.127
610,-0.2891,0.2852,-0.9312,0.000,0.183,-0.183,162.773,16.243,-64.127
621,-0.2920,0.2861,-0.9326,-0.244,0.061,-0.122,162.773,16.249,-64.122
630,-0.2891,0.2871,-0.9302,-0.244,0.000,-0.061,162.768,16.254,-64.122
640,-0.2876,0.2896,-0.9282,-0.061,0.122,0.000,162.768,16.254,-64.122
650,-0.2856,0.2900,-0.9321,0.122,0.305,0.000,162.768,16.249,-64.122
660,-0.2842,0.2905,-0.9341,0.305,0.549,0.061,162.773,16.243,-64.122
670,-0.2847,0.2891,-0.9346,0.366,0.854,0.122,162.779,16.238,-64.116
680,-0.2852,0.2891,-0.9355,0.366,0.977,0.122,162.779,16.227,-64.116
690,-0.2876,0.2925,-0.9375,0.183,0.916,0.061,162.784,16.221,-64.116
700,-0.2871,0.2930,-0.9395,0.000,0.793,0.061,162.784,16.210,-64.111
710,-0.2837,0.2920,-0.9380,0.061,0.488,0.000,162.784,16.205,-64.111
720,-0.2856,0.2910,-0.9385,-0.061,0.122,-0.061,162.784,16.205,-64.111
730,-0.2847,0.2930,-0.9385,-0.305,-0.305,-0.183,162.779,16.210,-64.111
740,-0.2871,0.2949,-0.9360,-0.427,-0.549,-0.244,162.773,16.216,-64.111
750,-0.2876,0.2935,-0.9351,-0.427,-0.488,-0.305,162.768,16.221,-64.105
760,-0.2856,0.2915,-0.9316,-0.244,-0.305,-0.366,162.762,16.227,-64.105
770,-0.2847,0.2944,-0.9336,-0.183,-0.122,-0.427,162.757,16.227,-64.100
780,-0.2847,0.2920,-0.9292,0.122,-0.061,-0.366,162.757,16.232,-64.100
790,-0.2876,0.2900,-0.9272,0.366,0.000,-0.244,162.762,16.238,-64.094
800,-0.2876,0.2886,-0.9268,0.305,-0.061,-0.244,162.768,16.238,-64.094
810,-0.2876,0.2905,-0.9292,0.061,0.000,-0.244,162.762,16.243,-64.089
820,-0.2871,0.2905,-0.9312,-0.122,0.305,-0.244,162.762,16.243,-64.089
