elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,0.7114,-0.0703,-0.7178,0.183,1.038,0.122,-174.820,-44.374,112.110
10,0.7104,-0.0737,-0.7212,0.549,0.854,0.244,-174.803,-44.379,112.104
20,0.7080,-0.0732,-0.7202,0.488,0.671,0.427,-174.787,-44.385,112.099
30,0.7075,-0.0728,-0.7241,0.305,0.427,0.549,-174.776,-44.390,112.088
40,0.7090,-0.0708,-0.7236,0.061,0.244,0.732,-174.765,-44.390,112.077
50,0.7080,-0.0693,-0.7222,0.244,0.183,0.793,-174.749,-44.390,112.066
60,0.7080,-0.0684,-0.7202,0.610,0.183,0.732,-174.738,-44.390,112.055
70,0.7056,-0.0684,-0.7222,0.793,0.122,0.610,-174.721,-44.390,112.050
80,0.7041,-0.0679,-0.7207,0.854,0.061,0.427,-174.705,-44.390,112.044
90,0.7041,-0.0664,-0.7207,0.610,0.061,0.183,-174.699,-44.385,112.039
100,0.7036,-0.0659,-0.7222,0.427,-0.122,0.061,-174.694,-44.385,112.039
110,0.7056,-0.0674,-0.7197,0.305,-0.061,0.000,-174.694,-44.379,112.039
120,0.7065,-0.0684,-0.7207,0.244,-0.061,-0.061,-174.688,-44.379,112.039
130,0.7065,-0.0698,-0.7187,0.244,-0.244,-0.061,-174.683,-44.379,112.044
140,0.7075,-0.0669,-0.7178,0.427,-0.366,-0.061,-174.683,-44.374,112.044
150,0.7061,-0.0669,-0.7168,0.488,-0.427,-0.061,-174.677,-44.374,112.044
160,0.7056,-0.0674,-0.7168,0.244,-0.427,-0.061,-174.677,-44.368,112.044
170,0.7061,-0.0645,-0.7139,0.122,-0.366,-0.122,-174.677,-44.368,112.050
180,0.7070,-0.0674,-0.7158,0.305,-0.305,-0.183,-174.677,-44.368,112.050
190,0.7075,-0.0674,-0.7158,0.549,-0.122,-0.305,-174.672,-44.368,112.055
200,0.7080,-0.0688,-0.7173,0.671,0.244,-0.427,-174.666,-44.374,112.061
210,0.7085,-0.0703,-0.7153,0.793,0.549,-0.366,-174.661,-44.379,112.066
