elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,0.6934,0.2080,-0.7012,0.000,0.122,0.000,163.746,-43.429,-80.283
10,0.6929,0.2065,-0.7041,0.122,0.183,0.000,163.746,-43.434,-80.283
20,0.6953,0.2041,-0.7065,0.122,0.183,0.122,163.746,-43.434,-80.283
30,0.6948,0.2036,-0.7100,0.122,0.244,0.122,163.751,-43.434,-80.283
40,0.6943,0.2017,-0.7061,0.122,0.244,0.122,163.757,-43.440,-80.283
50,0.6919,0.2036,-0.7090,0.122,0.244,0.061,163.757,-43.440,-80.283
60,0.6938,0.2021,-0.7065,0.122,0.244,0.061,163.762,-43.440,-80.283
70,0.6948,0.2021,-0.7070,0.061,0.122,0.000,163.768,-43.440,-80.283
80,0.6934,0.2026,-0.7056,-0.061,0.061,0.000,163.768,-43.440,-80.283
90,0.6938,0.2021,-0.7061,-0.122,0.061,0.061,163.768,-43.440,-80.283
100,0.6929,0.2031,-0.7051,-0.122,0.061,0.061,163.768,-43.440,-80.283
110,0.6943,0.2051,-0.7051,-0.183,0.122,0.061,163.768,-43.440,-80.283
120,0.6914,0.2065,-0.7041,-0.244,0.183,0.061,163.762,-43.440,-80.283
130,0.6943,0.2056,-0.7031,-0.244,0.244,0.061,163.762,-43.445,-80.283
140,0.6948,0.2075,-0.7041,-0.183,0.244,0.061,163.757,-43.445,-80.283
150,0.6948,0.2061,-0.7026,-0.122,0.305,0.061,163.757,-43.451,-80.283
160,0.6934,0.2070,-0.7036,0.000,0.244,0.122,163.751,-43.451,-80.283
170,0.6934,0.2075,-0.7041,0.061,0.244,0.122,163.751,-43.456,-80.283
180,0.6943,0.2065,-0.7051,0.122,0.122,0.061,163.751,-43.456,-80.283
190,0.6938,0.2051,-0.7056,0.183,0.122,0.000,163.757,-43.456,-80.283
200,0.6934,0.2026,-0.7041,0.122,0.122,0.000,163.757,-43.456,-80.283
210,0.6938,0.2041,-0.7036,0.122,0.122,0.000,163.762,-43.456,-80.283
220,0.6938,0.2041,-0.7036,0.122,0.122,0.061,163.762,-43.462,-80.283
230,0.6943,0.2051,-0.7061,0.061,0.244,0.000,163.762,-43.462,-80.283
240,0.6943,0.2041,-0.7075,0.061,0.305,0.000,163.762,-43.462,-80.283
250,0.6938,0.2036,-0.7051,0.000,0.305,-0.061,163.762,-43.462,-80.283
261,0.6958,0.2056,-0.7061,0.000,0.305,0.000,163.762,-43.467,-80.283
270,0.6943,0.2051,-0.7065,-0.061,0.122,0.000,163.762,-43.467,-80.283
280,0.6953,0.2051,-0.7036,0.000,0.061,0.000,163.762,-43.467,-80.283
290,0.6953,0.2041,-0.7075,0.061,0.000,0.000,163.762,-43.467,-80.283
300,0.6958,0.2041,-0.7056,0.122,-0.061,0.000,163.768,-43.467,-80.283
310,0.6934,0.2061,-0.7061,0.061,-0.061,0.000,163.768,-43.462,-80.283
