elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,-0.0298,-0.1914,-0.9351,5.493,-6.165,7.019,-168.036,0.374,167.712
9,-0.0298,-0.1914,-0.9351,5.493,-6.165,7.019,-168.025,0.461,167.673
30,-0.0068,-0.1724,-0.9634,-0.183,-6.897,4.883,-168.085,0.637,167.613
40,-0.0068,-0.1709,-0.9736,-4.395,-11.719,4.333,-168.146,0.753,167.596
49,-0.0156,-0.1787,-0.9727,-3.845,-13.733,4.578,-168.201,0.901,167.58
70,0.0015,-0.1904,-0.9971,-2.502,-13.0,4.089,-168.25,1.126,167.552
89,0.0313,-0.2026,-1.0376,4.028,0.061,5.859,-168.206,1.143,167.465
110,0.0371,-0.2197,-1.0674,3.54,4.578,9.033,-168.146,1.044,167.283
129,0.0249,-0.2407,-1.0615,3.54,4.578,9.033,-168.063,0.89,167.08
150,0.0356,-0.2646,-1.0498,4.272,8.118,8.057,-167.953,0.72,166.893
159,0.0356,-0.2646,-1.0498,2.441,5.554,7.08,-167.904,0.654,166.811
179,0.0356,-0.2646,-1.0498,-0.183,4.517,4.822,-167.91,0.555,166.718
190,0.022,-0.2578,-1.0273,-0.183,4.517,4.822,-167.992,0.577,166.707
199,0.0039,-0.2466,-1.0376,-0.183,4.517,4.822,-168.146,0.654,166.707
209,0.0039,-0.2466,-1.0376,-18.86,-9.644,0.732,-168.322,0.753,166.723
219,-0.0342,-0.2251,-1.0571,-20.081,-8.728,0.366,-168.519,0.846,166.734
239,-0.0479,-0.2114,-1.0796,-15.93,-3.113,0.854,-168.865,0.972,166.74
259,-0.0449,-0.2129,-1.0737,-8.667,1.648,1.831,-169.074,0.994,166.707
268,-0.0449,-0.2129,-1.0737,-8.667,1.648,1.831,-169.124,0.972,166.685
308,0.0303,-0.2305,-1.0605,1.16,7.935,0.793,-169.047,0.588,166.58
329,0.0454,-0.2227,-1.0571,-2.502,5.493,3.54,-169.058,0.423,166.503
358,0.0293,-0.2158,-1.0879,-2.502,5.493,3.54,-170.7,-2.972,164.888
369,0.1421,-0.252,-0.9175,-157.41,45.898,59.814,-172.161,-3.378,164.224
398,0.0332,-0.104,-1.0269,151.978,-18.127,-47.058,-174.216,-0.467,164.41
409,0.0278,-0.4087,-1.082,171.326,49.988,-29.602,-172.37,-0.994,164.652
429,0.3916,-0.2773,-0.8823,171.326,49.988,-29.602,-170.837,-1.978,164.575
438,0.3916,-0.2773,-0.8823,52.185,-14.16,19.775,-170.343,-1.714,164.405
458,-0.1606,-0.1538,-1.0488,1.282,9.338,3.052,-170.447,-1.082,164.405
468,-0.1606,-0.1538,-1.0488,1.282,9.338,3.052,-170.09,-1.588,164.317
478,0.0249,-0.2505,-1.0068,1.282,9.338,3.052,-169.904,-1.857,164.317
498,-0.0093,-0.2441,-1.0024,-5.066,5.371,-11.353,-169.937,-2.01,164.482
508,-0.0054,-0.1929,-1.0259,-5.066,5.371,-11.353,-169.991,-1.978,164.625
518,0.0054,-0.1289,-1.0283,-2.93,8.667,-12.512,-170.057,-2.065,164.735
527,0.0054,-0.1289,-1.0283,-2.93,8.667,-12.512,-170.178,-2.252,164.795
538,0.0508,-0.1914,-1.0459,-20.63,7.935,-4.578,-170.381,-2.34,164.828
548,-0.04,-0.2236,-1.0444,-19.531,0.61,-1.648,-170.552,-2.307,164.844
567,0.0693,-0.2271,-1.0112,26.184,-10.62,-3.784,-170.321,-2.241,164.971
588,0.0874,-0.2383,-1.103,72.876,-64.575,-3.052,-169.014,-1.247,165.218
607,0.0444,-0.2612,-1.0635,72.876,-64.575,-3.052,-167.465,0.253,165.493
628,-0.0361,-0.2964,-0.9829,50.232,-77.82,9.705,-166.284,1.851,165.685
668,-0.1558,-0.335,-0.8989,33.264,-41.992,4.089,-164.691,4.367,165.932
687,-0.0386,-0.3003,-0.9214,33.264,-41.992,4.089,-164.042,4.867,166.157
697,-0.0313,-0.2881,-0.9282,21.729,-19.47,-4.883,-163.806,5.01,166.256
717,-0.1177,-0.2861,-0.9175,7.813,-17.639,-2.625,-163.553,5.383,166.415
737,-0.1265,-0.2725,-0.9419,-8.484,-26.489,-4.333,-163.619,5.834,166.619
757,-0.1138,-0.271,-0.9585,-15.503,-31.738,-8.911,-163.889,6.378,166.943
767,-0.082,-0.2749,-0.998,-16.541,-34.485,-10.742,-164.037,6.658,167.141
777,-0.0811,-0.2788,-1.0107,-17.883,-39.307,-11.597,-164.191,6.982,167.366
826,-0.0957,-0.2559,-1.0181,-56.213,-83.252,3.418,-165.97,9.893,168.481
837,-0.1587,-0.2695,-1.0967,-53.772,-75.134,6.165,-166.481,10.613,168.607
847,-0.1587,-0.2695,-1.0967,-46.509,-64.819,8.118,-166.926,11.245,168.679
866,-0.1851,-0.1973,-1.1753,-20.874,-25.94,13.0,-167.525,11.981,168.624
896,-0.1157,-0.1704,-1.2612,-34.058,90.637,14.526,-168.931,9.108,167.536
927,0.0464,-0.3462,-1.0044,-26.611,265.32,40.649,-169.596,2.433,165.339
936,0.0464,-0.3462,-1.0044,3.723,92.163,13.123,-169.634,1.489,165.042
956,-0.0435,-0.2856,-0.9434,3.723,92.163,13.123,-169.623,0.676,164.575
976,-0.0215,-0.2637,-0.9116,8.118,52.49,12.146,-169.453,-0.308,164.119
986,0.021,-0.2407,-0.9502,-7.996,50.171,7.996,-169.497,-0.791,163.949
996,0.0459,-0.1963,-0.9819,-12.939,42.786,4.883,-169.612,-1.214,163.823
1016,0.0459,-0.1963,-0.9819,-12.939,42.786,4.883,-169.904,-1.956,163.636
1046,0.0308,-0.123,-1.0435,-6.592,42.603,5.371,-170.162,-3.137,163.273
1066,0.0146,-0.1318,-1.0234,-2.93,42.297,1.953,-170.288,-3.906,163.07
1086,0.0122,-0.1743,-1.0,-2.93,42.297,1.953,-170.2,-4.488,163.01
1096,0.0078,-0.1987,-0.9854,11.963,22.156,-6.592,-170.068,-4.675,163.037
1106,0.0005,-0.2187,-0.9731,14.587,17.883,-8.301,-169.904,-4.818,163.087
1125,-0.0015,-0.2344,-0.9648,13.794,15.32,-9.949,-169.541,-5.065,163.218
1136,0.0083,-0.2505,-0.9644,10.681,13.733,-10.254,-169.404,-5.169,163.295
1155,0.0088,-0.2485,-0.9717,8.118,8.545,-11.475,-169.184,-5.317,163.477
1176,0.0195,-0.2349,-0.9951,7.324,-0.732,-14.282,-168.986,-5.328,163.735
1195,0.0225,-0.2061,-1.0122,1.099,-13.184,-15.686,-168.948,-5.098,164.081
1216,0.0269,-0.1802,-1.0259,2.625,-18.677,-15.259,-168.959,-4.741,164.454
1235,0.0278,-0.168,-1.0308,3.479,-22.461,-14.648,-168.959,-4.323,164.822
1265,0.0283,-0.1553,-1.043,2.808,-24.414,-13.55,-168.981,-3.631,165.361
1275,0.0283,-0.1553,-1.043,2.93,-21.484,-12.756,-168.981,-3.422,165.526
1285,0.0303,-0.1748,-1.0239,1.77,-21.606,-12.878,-168.986,-3.219,165.696
1305,0.0381,-0.1846,-1.0195,-0.061,-21.179,-13.062,-169.008,-2.845,166.031
1325,0.0605,-0.2104,-1.0347,1.465,-18.555,-12.451,-169.003,-2.516,166.36
1374,0.1167,-0.1807,-1.1318,-0.854,-10.986,-7.69,-169.129,-1.994,166.954
1385,0.1167,-0.1807,-1.1318,8.24,2.38,-4.822,-169.063,-2.071,166.998
1395,0.1387,-0.1992,-1.1694,11.841,7.202,-3.174,-168.959,-2.192,167.014
1405,0.1406,-0.2114,-1.1748,17.761,15.686,-0.305,-168.788,-2.39,166.987
1414,0.1406,-0.2114,-1.1748,17.761,15.686,-0.305,-168.574,-2.67,166.904
1425,0.1567,-0.1914,-1.2095,24.109,32.898,5.859,-168.354,-3.027,166.783
1435,0.1802,-0.1831,-1.2324,23.437,42.053,7.385,-168.146,-3.472,166.624
1454,0.2012,-0.1875,-1.2192,23.376,58.044,13.184,-167.723,-4.587,166.174
1475,0.1387,-0.2192,-1.127,24.353,64.331,20.142,-167.234,-5.79,165.537
1504,0.0366,-0.3413,-0.9321,29.236,65.369,24.048,-166.13,-7.432,164.383
1515,-0.0195,-0.4033,-0.8267,29.236,65.369,24.048,-165.602,-7.822,163.971
1524,-0.0195,-0.4033,-0.8267,29.236,65.369,24.048,-164.976,-7.998,163.586
1534,-0.1982,-0.5146,-0.6411,29.236,65.369,24.048,-164.235,-7.921,163.235
1544,-0.2676,-0.5703,-0.5562,52.124,3.235,28.137,-163.383,-7.614,162.949
1554,-0.2871,-0.627,-0.5039,58.533,-14.221,20.996,-162.433,-7.147,162.79
1574,-0.1226,-0.6089,-0.6572,61.218,-33.142,-10.986,-160.659,-6.218,163.01
1584,0.1377,-0.5269,-0.876,55.298,-25.574,-27.954,-160.032,-6.086,163.361
1604,0.3403,-0.3721,-1.1162,44.495,-18.127,-35.095,-159.543,-6.119,164.136
1624,0.2954,-0.0166,-1.3638,19.226,-31.799,0.061,-159.642,-5.691,164.548
1633,0.2954,-0.0166,-1.3638,19.226,-31.799,0.061,-159.445,-5.504,164.454
1644,0.1875,-0.1646,-1.1104,19.226,-31.799,0.061,-158.873,-5.46,164.169
1654,0.168,-0.3047,-0.9844,19.226,-31.799,0.061,-157.95,-5.559,163.696
1673,0.144,-0.4316,-0.8721,19.226,-31.799,0.061,-155.671,-5.779,162.46
1694,-0.0239,-0.5093,-0.7251,61.768,-2.93,59.814,-153.891,-5.306,161.301
1713,-0.0972,-0.4546,-0.7739,37.415,-20.081,50.415,-153.287,-4.241,160.796
1734,0.1016,-0.3809,-0.9634,-7.874,-27.588,-14.893,-153.49,-3.68,161.153
1743,0.2065,-0.3799,-1.0674,-7.874,-27.588,-14.893,-153.677,-3.686,161.477
1763,0.231,-0.356,-1.0977,-22.827,-37.354,-12.878,-154.297,-3.422,162.103
