elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,-0.3643,-0.6831,-0.6265,-9.521,5.310,0.488,-137.346,24.802,-39.496
10,-0.3979,-0.6392,-0.6416,-19.897,4.639,11.780,-137.571,24.835,-39.628
20,-0.4175,-0.6011,-0.6514,-25.146,4.517,19.714,-137.900,24.939,-39.820
30,-0.4458,-0.5591,-0.6655,-25.085,5.066,23.376,-138.263,25.076,-40.051
40,-0.4668,-0.5327,-0.6851,-18.127,6.104,22.583,-138.582,25.214,-40.281
50,-0.4668,-0.5327,-0.6875,-6.409,7.446,18.005,-138.763,25.307,-40.485
60,-0.4634,-0.5386,-0.6855,4.028,8.118,12.085,-138.823,25.351,-40.644
70,-0.4468,-0.5825,-0.6782,11.047,8.179,6.409,-138.768,25.345,-40.754
80,-0.4370,-0.6001,-0.6675,12.024,7.812,2.319,-138.675,25.307,-40.831
90,-0.4365,-0.6099,-0.6621,7.629,6.348,1.282,-138.609,25.274,-40.891
100,-0.4419,-0.6069,-0.6641,1.587,5.005,2.319,-138.604,25.263,-40.946
110,-0.4448,-0.5991,-0.6685,-4.333,3.723,2.930,-138.664,25.263,-40.995
120,-0.4478,-0.5923,-0.6719,-9.338,2.319,1.953,-138.774,25.274,-41.028
130,-0.4526,-0.5762,-0.6797,-12.329,0.732,-0.916,-138.900,25.280,-41.028
140,-0.4526,-0.5615,-0.6846,-12.634,-0.549,-4.578,-139.026,25.269,-40.984
150,-0.4482,-0.5654,-0.6855,-10.986,-1.282,-7.751,-139.120,25.247,-40.913
160,-0.4429,-0.5679,-0.6885,-8.789,-1.831,-10.437,-139.175,25.203,-40.809
170,-0.4355,-0.5786,-0.6885,-6.409,-1.953,-12.146,-139.202,25.142,-40.693
180,-0.4268,-0.5962,-0.6914,-3.906,-1.282,-13.550,-139.186,25.065,-40.573
190,-0.4160,-0.6118,-0.6987,-0.916,0.000,-14.832,-139.142,24.961,-40.446
200,-0.4014,-0.6406,-0.6943,2.258,0.854,-15.381,-139.048,24.835,-40.325
210,-0.3931,-0.6646,-0.6865,3.113,1.343,-14.771,-138.939,24.703,-40.215
220,-0.3926,-0.6304,-0.6758,2.014,1.526,-12.024,-138.862,24.598,-40.122
230,-0.4155,-0.5625,-0.6719,2.441,2.014,-6.042,-138.834,24.549,-40.089
240,-0.4282,-0.5288,-0.6709,7.629,3.174,-0.183,-138.801,24.549,-40.111
250,-0.4390,-0.5298,-0.6758,15.686,4.639,1.831,-138.697,24.549,-40.161
260,-0.4199,-0.6084,-0.6792,22.339,7.141,-0.671,-138.488,24.494,-40.204
270,-0.3843,-0.7148,-0.6787,22.156,9.094,-5.615,-138.224,24.357,-40.226
280,-0.3574,-0.7896,-0.6738,12.390,9.094,-9.338,-138.021,24.175,-40.215
290,-0.3452,-0.7661,-0.6724,-5.066,7.690,-9.216,-137.999,24.005,-40.199
300,-0.3726,-0.6318,-0.6831,-21.484,4.761,-2.563,-138.208,23.928,-40.210
310,-0.4268,-0.4702,-0.6978,-26.428,2.808,8.606,-138.582,23.994,-40.303
320,-0.4824,-0.3413,-0.7090,-15.747,3.052,17.639,-138.966,24.164,-40.468
330,-0.5083,-0.3140,-0.7124,6.042,4.822,18.677,-139.153,24.340,-40.655
340,-0.4907,-0.4214,-0.7007,29.968,6.897,10.498,-139.010,24.423,-40.792
350,-0.4355,-0.6182,-0.6797,42.480,7.446,-5.127,-138.582,24.340,-40.803
360,-0.3735,-0.7461,-0.6562,37.415,5.676,-22.095,-138.082,24.115,-40.666
370,-0.3320,-0.8232,-0.6582,17.151,0.793,-31.433,-137.714,23.835,-40.413
380,-0.3154,-0.8149,-0.6636,-7.019,-3.479,-30.090,-137.593,23.593,-40.144
390,-0.3315,-0.7407,-0.6797,-27.588,-7.141,-19.287,-137.730,23.461,-39.935
400,-0.3740,-0.6313,-0.7012,-37.048,-7.874,-3.418,-138.065,23.478,-39.853
410,-0.4224,-0.5586,-0.7261,-33.020,-6.470,8.911,-138.450,23.599,-39.875
420,-0.4473,-0.5400,-0.7373,-19.470,-4.089,11.902,-138.719,23.730,-39.946
430,-0.4390,-0.5767,-0.7368,-2.930,-2.747,6.409,-138.796,23.807,-39.979
440,-0.4038,-0.6523,-0.7168,9.033,-2.747,-3.113,-138.675,23.796,-39.930
450,-0.3696,-0.7080,-0.6929,11.536,-4.150,-10.681,-138.472,23.725,-39.814
460,-0.3633,-0.6899,-0.6704,5.859,-6.042,-11.963,-138.318,23.659,-39.672
470,-0.3975,-0.5596,-0.6553,-0.305,-6.653,-6.287,-138.290,23.676,-39.573
480,-0.4746,-0.3730,-0.6504,2.380,-5.066,3.296,-138.384,23.824,-39.562
490,-0.5283,-0.2920,-0.6475,18.066,0.427,9.460,-138.406,24.011,-39.644
500,-0.5171,-0.4141,-0.6401,38.696,8.301,5.676,-138.153,24.088,-39.749
510,-0.4478,-0.6318,-0.6230,48.279,13.611,-8.850,-137.653,23.956,-39.776
520,-0.3599,-0.8076,-0.6138,37.170,12.573,-27.222,-137.131,23.637,-39.650
530,-0.2798,-0.9478,-0.6123,8.301,6.470,-39.063,-136.802,23.231,-39.386
540,-0.2422,-0.9473,-0.6211,-27.649,-1.709,-38.391,-136.813,22.874,-39.067
550,-0.2964,-0.7285,-0.6548,-57.007,-9.705,-23.804,-137.230,22.720,-38.809
560,-0.4033,-0.5073,-0.6948,-62.927,-11.597,-1.160,-137.884,22.819,-38.716
570,-0.4819,-0.3911,-0.7031,-43.396,-4.700,16.113,-138.477,23.044,-38.809
580,-0.5132,-0.3701,-0.7134,-13.000,4.517,19.897,-138.823,23.236,-39.001
590,-0.4780,-0.5161,-0.7114,16.907,12.634,10.498,-138.779,23.264,-39.177
600,-0.3945,-0.7095,-0.6875,32.532,16.296,-7.812,-138.428,23.077,-39.232
610,-0.3052,-0.8472,-0.6724,26.062,13.428,-24.292,-138.032,22.742,-39.133
620,-0.2544,-0.9272,-0.6572,5.005,7.690,-28.992,-137.785,22.396,-38.952
630,-0.2622,-0.8560,-0.6582,-21.423,2.075,-20.996,-137.840,22.154,-38.804
640,-0.3267,-0.7114,-0.6816,-39.246,-0.488,-2.930,-138.175,22.099,-38.776
650,-0.4106,-0.5713,-0.6958,-40.466,2.991,16.113,-138.658,22.209,-38.925
660,-0.4780,-0.3843,-0.7017,-27.283,9.216,26.245,-139.158,22.396,-39.205
670,-0.5171,-0.3076,-0.7187,-2.625,15.076,26.978,-139.488,22.571,-39.529
680,-0.4863,-0.4404,-0.7109,25.879,20.935,17.517,-139.427,22.599,-39.820
690,-0.3970,-0.6675,-0.6914,41.382,23.315,-1.770,-139.043,22.412,-39.974
700,-0.2974,-0.8286,-0.6685,33.569,18.921,-20.813,-138.593,22.066,-39.935
710,-0.2515,-0.8257,-0.6699,9.338,8.667,-28.564,-138.340,21.731,-39.765
720,-0.2725,-0.7119,-0.6792,-13.306,-0.854,-21.973,-138.362,21.528,-39.584
730,-0.3481,-0.5674,-0.6924,-22.217,-5.188,-5.310,-138.576,21.528,-39.507
740,-0.4434,-0.3804,-0.6904,-13.123,-2.258,11.658,-138.856,21.698,-39.584
750,-0.5093,-0.2974,-0.7080,9.399,3.845,20.203,-139.021,21.923,-39.776
760,-0.4814,-0.4731,-0.7007,34.851,11.475,15.076,-138.818,22.011,-39.979
770,-0.3882,-0.6831,-0.6709,45.898,14.648,-3.357,-138.351,21.879,-40.056
780,-0.2871,-0.8325,-0.6597,33.997,9.583,-23.926,-137.867,21.583,-39.930
790,-0.2344,-0.8496,-0.6499,7.629,-1.099,-34.241,-137.587,21.275,-39.650
800,-0.2554,-0.7412,-0.6587,-17.700,-10.986,-30.029,-137.587,21.083,-39.331
810,-0.3267,-0.5908,-0.6753,-27.527,-13.306,-14.709,-137.796,21.072,-39.117
820,-0.4102,-0.4736,-0.6929,-18.433,-6.592,2.625,-138.049,21.187,-39.095
830,-0.4482,-0.4741,-0.7056,1.221,4.517,11.230,-138.159,21.297,-39.216
840,-0.4155,-0.5718,-0.7075,20.752,13.855,7.629,-138.038,21.275,-39.375
850,-0.3433,-0.7344,-0.7061,30.212,16.479,-4.456,-137.730,21.099,-39.457
860,-0.2466,-0.8921,-0.6948,24.414,12.634,-18.005,-137.373,20.797,-39.408
870,-0.2021,-0.8921,-0.6865,4.395,2.869,-23.376,-137.170,20.517,-39.243
880,-0.2456,-0.7271,-0.6968,-14.038,-7.568,-15.747,-137.214,20.396,-39.062
890,-0.3389,-0.5518,-0.7070,-16.357,-10.681,1.770,-137.401,20.490,-39.001
900,-0.4346,-0.4390,-0.6919,-1.404,-5.615,17.822,-137.554,20.720,-39.100
