elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,-0.5913,-0.5840,-0.5947,35.339,-18.494,-6.165,-144.849,40.589,153.397
10,-0.5176,-0.9004,-0.5117,39.673,-31.250,-28.076,-143.855,40.540,153.935
20,-0.5327,-0.9761,-0.4448,20.569,-49.683,-40.039,-142.839,40.562,154.742
30,-0.5840,-0.7935,-0.4346,-5.981,-62.195,-30.518,-142.130,40.792,155.561
40,-0.6299,-0.5405,-0.4614,-22.095,-61.523,-0.488,-141.905,41.276,156.061
50,-0.6636,-0.3442,-0.4648,-20.691,-49.438,34.119,-142.097,41.946,156.110
61,-0.6860,-0.2075,-0.4683,-12.634,-32.410,57.129,-142.586,42.660,155.775
70,-0.6963,-0.1353,-0.4717,4.272,-14.526,61.584,-143.124,43.270,155.226
80,-0.6895,-0.2300,-0.4531,23.743,2.625,48.035,-143.361,43.638,154.677
90,-0.6670,-0.3955,-0.4106,30.457,14.893,21.973,-143.234,43.709,154.314
100,-0.6460,-0.4863,-0.4092,18.311,20.264,-3.113,-143.015,43.544,154.177
110,-0.6436,-0.4863,-0.4502,-2.747,20.508,-15.808,-142.938,43.297,154.182
120,-0.6597,-0.4175,-0.5112,-22.339,20.630,-11.902,-143.163,43.077,154.144
130,-0.6851,-0.3247,-0.5815,-32.532,20.325,3.113,-143.696,42.962,153.940
140,-0.7202,-0.1968,-0.6250,-29.907,22.339,17.273,-144.432,42.935,153.572
150,-0.7397,-0.1001,-0.6904,-16.052,23.804,23.437,-145.168,42.913,153.122
160,-0.7334,-0.2222,-0.6992,5.859,27.283,17.456,-145.558,42.814,152.715
170,-0.7095,-0.4712,-0.6689,17.944,26.489,-1.465,-145.497,42.567,152.523
180,-0.6816,-0.6694,-0.6504,10.498,21.667,-22.949,-145.223,42.198,152.617
190,-0.6675,-0.7129,-0.6528,-9.155,10.681,-33.508,-144.992,41.847,152.902
200,-0.6514,-0.5786,-0.7007,-28.442,-1.709,-25.574,-145.036,41.655,153.199
210,-0.6436,-0.4756,-0.7300,-32.959,-8.118,-4.333,-145.305,41.644,153.309
220,-0.6626,-0.3154,-0.7222,-23.437,-10.437,13.855,-145.695,41.792,153.237
230,-0.6997,-0.1646,-0.7275,-5.554,-10.559,22.827,-146.080,42.017,153.062
240,-0.7031,-0.2065,-0.6812,19.653,-6.226,18.677,-146.168,42.198,152.902
250,-0.6777,-0.3511,-0.6128,38.330,-3.418,0.427,-145.811,42.248,152.924
260,-0.6567,-0.5166,-0.5547,39.612,-3.296,-20.325,-145.162,42.149,153.171
270,-0.6465,-0.5928,-0.5430,25.024,-7.568,-33.203,-144.509,41.990,153.600
280,-0.6401,-0.6108,-0.5586,7.629,-12.268,-32.959,-144.009,41.852,154.056
290,-0.6396,-0.5830,-0.5767,-5.493,-13.245,-21.606,-143.745,41.797,154.396
300,-0.6694,-0.4365,-0.6006,-9.827,-12.451,-6.287,-143.734,41.858,154.561
310,-0.6992,-0.2773,-0.6230,-3.052,-8.972,7.812,-143.899,42.017,154.550
320,-0.7109,-0.2798,-0.6118,15.381,-2.686,13.062,-143.937,42.160,154.429
330,-0.6904,-0.4067,-0.5479,35.767,1.953,4.517,-143.624,42.204,154.363
340,-0.6738,-0.5361,-0.4995,41.626,1.526,-10.376,-143.036,42.133,154.462
350,-0.6577,-0.6606,-0.4717,31.738,-1.953,-20.935,-142.388,41.995,154.704
360,-0.6372,-0.6729,-0.4814,13.733,-7.385,-23.010,-141.883,41.869,155.012
370,-0.6416,-0.4829,-0.5332,-12.085,-8.362,0.305,-141.916,41.935,155.078
380,-0.6797,-0.3071,-0.5601,-10.132,-4.028,15.137,-142.196,42.105,154.951
390,-0.7051,-0.2417,-0.5703,0.061,4.395,24.414,-142.537,42.286,154.655
400,-0.7080,-0.2993,-0.5513,16.907,12.085,20.447,-142.674,42.374,154.336
410,-0.6826,-0.4458,-0.5034,27.100,16.846,5.798,-142.498,42.308,154.133
420,-0.6689,-0.5601,-0.4917,18.616,16.541,-9.644,-142.224,42.116,154.105
430,-0.6592,-0.5952,-0.5215,0.244,13.428,-18.005,-142.053,41.880,154.182
440,-0.6431,-0.5815,-0.5698,-17.090,10.254,-16.174,-142.092,41.666,154.270
450,-0.6353,-0.5264,-0.6191,-27.100,8.301,-6.531,-142.333,41.523,154.270
460,-0.6528,-0.4854,-0.6509,-26.062,7.812,4.456,-142.674,41.462,154.160
470,-0.6758,-0.4487,-0.6641,-15.808,9.338,10.315,-142.987,41.440,153.973
480,-0.6919,-0.4243,-0.6621,-0.488,11.963,9.888,-143.168,41.402,153.776
490,-0.6885,-0.4521,-0.6543,15.625,15.198,5.676,-143.152,41.309,153.594
500,-0.6611,-0.5054,-0.6328,27.771,16.113,-0.427,-142.943,41.160,153.468
510,-0.6304,-0.5659,-0.6021,30.884,13.977,-3.540,-142.619,40.990,153.391
520,-0.6221,-0.5435,-0.5894,24.109,7.935,-0.549,-142.366,40.891,153.336
530,-0.6323,-0.5527,-0.5747,13.794,2.747,6.409,-142.229,40.886,153.248
540,-0.6523,-0.4878,-0.5693,3.601,-0.244,11.353,-142.240,40.957,153.127
550,-0.6528,-0.4570,-0.5718,-4.150,-0.610,13.977,-142.361,41.056,152.990
561,-0.6748,-0.3867,-0.5537,-7.263,1.282,13.489,-142.559,41.166,152.836
570,-0.6870,-0.2847,-0.5801,-7.874,2.808,12.390,-142.850,41.270,152.682
580,-0.6797,-0.3623,-0.5605,2.136,7.629,9.521,-142.976,41.314,152.518
590,-0.6724,-0.3975,-0.5547,10.376,10.132,0.671,-142.949,41.270,152.430
600,-0.6792,-0.3252,-0.5986,12.695,10.925,-5.127,-142.927,41.188,152.397
610,-0.6753,-0.3730,-0.6177,18.127,14.099,-5.188,-142.844,41.067,152.342
620,-0.6660,-0.4141,-0.6162,22.949,16.541,-6.470,-142.696,40.902,152.276
630,-0.6592,-0.3911,-0.6387,20.508,14.893,-7.202,-142.575,40.748,152.232
640,-0.6401,-0.4209,-0.6440,15.503,11.780,-5.432,-142.493,40.611,152.194
650,-0.6519,-0.4722,-0.6230,7.263,6.470,-4.761,-142.421,40.529,152.194
660,-0.6548,-0.4854,-0.6147,-3.967,0.244,-6.653,-142.410,40.479,152.260
670,-0.6470,-0.5161,-0.6143,-13.611,-3.723,-7.690,-142.454,40.446,152.369
680,-0.6299,-0.5991,-0.6147,-21.240,-5.432,-8.362,-142.509,40.397,152.501
690,-0.6377,-0.6226,-0.6060,-25.452,-6.714,-10.437,-142.575,40.342,152.666
700,-0.6523,-0.5244,-0.6274,-25.208,-6.958,-8.789,-142.707,40.331,152.809
710,-0.6514,-0.4551,-0.6450,-15.015,-2.625,-1.892,-142.850,40.331,152.853
720,-0.6753,-0.4009,-0.6328,4.211,3.174,3.357,-142.894,40.342,152.792
