elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,0.1675,0.1792,-1.019,1.282,-0.854,-0.183,170.206,-9.031,154.193
10,0.167,0.1841,-1.0249,1.282,-0.854,-0.183,170.217,-9.025,154.193
29,0.167,0.1816,-1.0244,1.16,-0.549,-0.122,170.233,-9.014,154.193
50,0.1631,0.1733,-1.0229,0.732,0.0,-0.122,170.255,-9.009,154.199
69,0.1626,0.1704,-1.0225,0.488,-0.366,-0.183,170.272,-9.003,154.199
90,0.1616,0.1675,-1.0205,0.549,-0.916,-0.549,170.288,-8.987,154.204
109,0.1616,0.1675,-1.0205,0.732,-1.526,-0.793,170.31,-8.954,154.215
120,0.1553,0.1699,-1.021,0.732,-1.526,-0.793,170.316,-8.932,154.221
179,0.1558,0.1802,-1.0171,-0.183,-6.653,-2.075,170.349,-8.668,154.259
219,0.1494,0.1841,-1.0171,-1.526,-9.949,-3.479,170.299,-8.317,154.308
229,0.1543,0.1797,-1.0264,-1.526,-9.949,-3.479,170.266,-8.201,154.33
269,0.1572,0.1855,-1.0308,-0.122,-10.376,-3.357,170.156,-7.723,154.413
289,0.1499,0.1772,-1.0532,-0.122,-10.376,-3.357,170.195,-7.531,154.44
299,0.1499,0.1772,-1.0532,0.793,-8.789,-2.686,170.2,-7.438,154.451
328,0.1396,0.1787,-1.0586,-0.671,-2.319,-1.038,170.222,-7.306,154.479
349,0.1362,0.1772,-1.0288,-2.625,-0.366,-0.061,170.173,-7.289,154.484
368,0.1362,0.1772,-1.0288,-1.709,-0.977,0.305,170.129,-7.278,154.473
379,0.1343,0.1748,-1.0225,-1.709,-0.977,0.305,170.134,-7.273,154.473
398,0.1353,0.1719,-1.02,3.784,-0.488,-0.244,170.206,-7.273,154.473
419,0.1353,0.1719,-1.02,0.916,-1.648,-0.671,170.244,-7.245,154.479
438,0.1333,0.1714,-1.0186,0.793,-1.099,-0.732,170.255,-7.218,154.49
459,0.1338,0.1821,-1.0176,0.427,-1.343,-1.038,170.261,-7.196,154.501
478,0.1338,0.1821,-1.0176,0.244,-2.014,-1.465,170.255,-7.158,154.523
488,0.1294,0.1841,-1.021,0.244,-2.014,-1.465,170.25,-7.13,154.539
518,0.1279,0.1826,-1.0234,-0.793,-2.075,-1.465,170.222,-7.059,154.572
528,0.1279,0.1826,-1.0234,-1.099,-2.014,-1.526,170.206,-7.037,154.583
558,0.1328,0.1802,-1.0229,-0.977,-2.502,-1.587,170.167,-6.965,154.616
568,0.1333,0.1831,-1.022,-0.732,-2.319,-1.465,170.156,-6.943,154.627
577,0.1333,0.1831,-1.022,-0.732,-2.319,-1.465,170.145,-6.927,154.638
588,0.1348,0.1875,-1.0298,0.366,-1.16,-1.038,170.145,-6.916,154.644
627,0.1367,0.1807,-1.0342,-0.549,0.183,-0.488,170.151,-6.932,154.671
638,0.1304,0.1729,-1.0303,-0.549,0.183,-0.488,170.151,-6.932,154.671
658,0.1279,0.1758,-1.0244,-0.549,0.183,-0.488,170.151,-6.938,154.677
678,0.1323,0.1802,-1.0269,0.488,0.122,0.244,170.162,-6.943,154.671
697,0.1323,0.1802,-1.0269,0.366,0.488,0.427,170.162,-6.96,154.666
737,0.1338,0.1909,-1.0303,0.366,1.648,0.793,170.151,-7.031,154.649
747,0.1348,0.1846,-1.0381,0.366,1.648,0.793,170.145,-7.059,154.644
767,0.1362,0.1816,-1.0361,-1.587,2.991,0.854,170.118,-7.125,154.638
787,0.1362,0.1816,-1.0361,-2.014,3.601,0.977,170.085,-7.202,154.633
796,0.1362,0.1816,-1.0361,-1.953,3.906,0.916,170.068,-7.245,154.633
807,0.1401,0.1758,-1.0322,-1.709,4.211,0.916,170.052,-7.289,154.627
836,0.1406,0.1763,-1.0337,-1.526,4.7,0.61,170.013,-7.438,154.633
847,0.1406,0.1763,-1.0337,-1.526,4.7,0.61,170.002,-7.487,154.638
857,0.1416,0.1694,-1.0205,-1.526,4.7,0.61,169.986,-7.537,154.644
897,0.1367,0.1616,-1.0054,-0.244,2.258,0.0,169.958,-7.663,154.671
916,0.1313,0.1729,-0.998,-0.244,2.258,0.0,169.997,-7.685,154.655
946,0.1313,0.2012,-1.0142,4.272,-0.671,1.953,170.085,-7.657,154.594
956,0.1313,0.2012,-1.0142,1.282,-1.953,1.038,170.085,-7.635,154.583
996,0.1279,0.1973,-1.0273,-1.526,-3.296,0.549,170.019,-7.504,154.539
