evaluation,fold,classifier,feature_set,n_test,balanced_accuracy,sensitivity,specificity,macro_f1,auroc,auprc,tn,fp,fn,tp
LOSO,BIBI,kNN,B2_time_frequency,20,1.0,1.0,1.0,1.0,1.0,1.0,10,0,0,10
LOSO,anna,kNN,B2_time_frequency,40,1.0,1.0,1.0,1.0,1.0,1.0,20,0,0,20
LOSO,euno,kNN,B2_time_frequency,50,1.0,1.0,1.0,1.0,1.0,1.0,25,0,0,25
LOSO,march,kNN,B2_time_frequency,20,0.7,0.4,1.0,0.6703296703296704,1.0,1.0,10,0,6,4
LOSO,mu,kNN,B2_time_frequency,40,1.0,1.0,1.0,1.0,1.0,1.0,20,0,0,20
LOSO,seojin,kNN,B2_time_frequency,50,1.0,1.0,1.0,1.0,1.0,1.0,25,0,0,25
cross_dataset,dataset_a_to_dataset_b,kNN,B2_time_frequency,80,0.9875,0.975,1.0,0.9874980465697765,1.0,1.0,40,0,1,39
cross_dataset,dataset_b_to_dataset_a,kNN,B2_time_frequency,140,0.9642857142857143,0.9428571428571428,0.9857142857142858,0.9642693073350008,0.9991836734693877,0.9991775877527986,69,1,4,66
