elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,-0.168,-0.5015,-0.874,2.625,1.16,-1.282,-149.821,9.498,-66.489
10,-0.1675,-0.5015,-0.8716,1.953,0.549,-1.282,-149.804,9.487,-66.478
21,-0.1733,-0.4985,-0.8652,1.404,0.488,-1.77,-149.788,9.476,-66.467
40,-0.1748,-0.5083,-0.8594,1.404,0.488,-1.77,-149.749,9.443,-66.44
50,-0.1748,-0.5083,-0.8594,1.404,1.526,-1.892,-149.727,9.432,-66.429
70,-0.1763,-0.5229,-0.855,0.549,0.854,-1.648,-149.705,9.421,-66.407
90,-0.1816,-0.5254,-0.8672,-0.366,0.854,-0.061,-149.7,9.426,-66.401
110,-0.1836,-0.5259,-0.8721,3.296,3.906,2.686,-149.656,9.404,-66.473
120,-0.1738,-0.5161,-0.8916,4.578,4.456,2.93,-149.623,9.382,-66.517
130,-0.167,-0.5137,-0.9004,4.639,4.211,2.563,-149.59,9.355,-66.561
150,-0.1631,-0.5156,-0.9126,4.15,1.953,1.77,-149.535,9.322,-66.621
160,-0.1646,-0.5137,-0.9141,4.333,0.732,1.77,-149.507,9.322,-66.643
170,-0.1655,-0.5107,-0.9131,4.883,-0.061,1.526,-149.469,9.327,-66.654
179,-0.1655,-0.5107,-0.9131,4.883,-0.061,1.526,-149.431,9.338,-66.665
190,-0.1738,-0.5093,-0.8989,5.493,-0.732,0.61,-149.387,9.349,-66.665
200,-0.1729,-0.5093,-0.8911,5.493,-0.732,0.61,-149.343,9.366,-66.665
219,-0.1802,-0.5098,-0.8784,5.249,-1.709,0.366,-149.249,9.41,-66.654
229,-0.1782,-0.5107,-0.8726,5.493,-1.282,-0.183,-149.2,9.426,-66.649
240,-0.1782,-0.5083,-0.8687,5.493,-0.61,-0.671,-149.145,9.432,-66.638
259,-0.1685,-0.5078,-0.8667,5.493,-0.61,-0.671,-149.063,9.426,-66.621
269,-0.165,-0.5088,-0.8672,3.174,-0.183,-0.488,-149.035,9.426,-66.616
280,-0.1636,-0.5098,-0.8647,2.014,-0.488,-0.061,-149.019,9.426,-66.61
309,-0.1631,-0.5054,-0.8613,-1.221,-0.122,0.183,-149.046,9.432,-66.61
329,-0.1646,-0.5005,-0.8657,-2.869,0.549,0.488,-149.112,9.426,-66.621
339,-0.1646,-0.5005,-0.8657,-4.028,0.732,0.427,-149.167,9.426,-66.627
349,-0.168,-0.4966,-0.8662,-4.7,0.732,0.183,-149.222,9.421,-66.632
369,-0.1694,-0.5063,-0.8677,-5.493,0.549,-1.404,-149.343,9.404,-66.621
379,-0.1694,-0.5112,-0.8706,-5.859,0.244,-2.197,-149.398,9.393,-66.605
389,-0.1699,-0.5171,-0.874,-6.165,-0.122,-2.625,-149.453,9.382,-66.583
