elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,-0.3716,0.5283,-0.8281,0.977,0.427,0.610,147.865,22.390,-76.141
10,-0.3726,0.5249,-0.8247,0.366,-0.488,-0.122,147.865,22.379,-76.141
20,-0.3750,0.5195,-0.8208,-0.305,-1.648,-0.793,147.859,22.385,-76.141
30,-0.3779,0.5137,-0.8135,-0.977,-2.869,-1.465,147.849,22.407,-76.146
40,-0.3843,0.5063,-0.8062,-1.526,-3.906,-1.953,147.832,22.445,-76.152
50,-0.3906,0.5010,-0.7974,-2.075,-4.700,-2.136,147.810,22.495,-76.157
60,-0.3970,0.4956,-0.7896,-2.014,-5.066,-2.014,147.783,22.555,-76.168
70,-0.4009,0.4917,-0.7837,-1.343,-5.005,-1.831,147.766,22.615,-76.179
80,-0.4062,0.4927,-0.7837,-0.549,-4.639,-1.526,147.761,22.670,-76.196
90,-0.4053,0.4897,-0.7827,0.244,-4.211,-1.099,147.755,22.725,-76.207
100,-0.4067,0.4902,-0.7812,0.671,-4.150,-0.610,147.755,22.775,-76.229
110,-0.4067,0.4912,-0.7837,0.916,-4.700,-0.183,147.761,22.824,-76.251
120,-0.4023,0.4917,-0.7832,1.038,-5.493,0.183,147.755,22.874,-76.284
130,-0.4038,0.4888,-0.7812,1.038,-6.042,0.549,147.755,22.928,-76.328
140,-0.4009,0.4893,-0.7817,1.038,-5.981,0.854,147.750,22.983,-76.366
150,-0.4004,0.4917,-0.7852,0.977,-5.432,1.099,147.744,23.027,-76.410
160,-0.4014,0.4917,-0.7871,0.916,-4.272,1.465,147.744,23.055,-76.448
170,-0.4009,0.4937,-0.7896,0.854,-2.625,1.831,147.739,23.071,-76.481
180,-0.4004,0.5000,-0.7876,0.977,-0.977,2.319,147.739,23.071,-76.509
190,-0.4028,0.4961,-0.7871,1.465,0.366,2.686,147.744,23.055,-76.531
200,-0.3960,0.4985,-0.7954,1.892,1.343,2.808,147.761,23.027,-76.547
210,-0.3789,0.5171,-0.8154,2.625,2.319,2.808,147.777,22.978,-76.558
220,-0.3574,0.5547,-0.8491,2.930,3.662,3.296,147.794,22.896,-76.569
230,-0.3506,0.5630,-0.8735,3.662,5.676,3.479,147.827,22.786,-76.569
240,-0.3672,0.5508,-0.8672,2.930,6.287,2.197,147.859,22.692,-76.553
250,-0.3955,0.5059,-0.8149,-0.305,3.479,-0.549,147.865,22.659,-76.525
260,-0.4175,0.4609,-0.7622,-5.798,-3.967,-4.150,147.827,22.742,-76.514
270,-0.4448,0.4243,-0.7158,-12.329,-13.245,-6.714,147.711,22.939,-76.525
280,-0.4658,0.4116,-0.6646,-17.700,-21.667,-7.141,147.519,23.236,-76.586
290,-0.5010,0.3916,-0.6177,-18.799,-26.184,-5.188,147.294,23.599,-76.690
300,-0.5137,0.3774,-0.5869,-15.198,-28.137,-2.014,147.085,23.967,-76.838
310,-0.4956,0.3994,-0.6201,-6.775,-26.123,1.648,146.948,24.274,-77.009
320,-0.4414,0.5034,-0.7290,5.676,-18.982,7.263,146.915,24.417,-77.190
330,-0.3623,0.6138,-0.8647,22.217,-3.601,16.357,147.041,24.302,-77.360
339,-0.3022,0.6499,-0.9668,39.795,17.029,25.818,147.371,23.923,-77.498
349,-0.2739,0.6289,-0.9863,51.147,36.377,30.273,147.854,23.351,-77.563
360,-0.3027,0.5591,-0.9229,53.162,44.495,28.625,148.387,22.753,-77.569
370,-0.3545,0.4731,-0.8589,46.509,37.170,21.484,148.881,22.297,-77.558
380,-0.3926,0.4199,-0.8188,31.982,16.541,13.245,149.227,22.099,-77.585
390,-0.4106,0.4131,-0.8052,12.268,-6.531,8.118,149.343,22.137,-77.695
400,-0.3906,0.4810,-0.8379,-5.249,-23.315,4.578,149.233,22.313,-77.871
410,-0.3477,0.5532,-0.8872,-14.221,-28.687,2.319,149.013,22.505,-78.047
420,-0.3140,0.6250,-0.9258,-13.733,-22.522,2.563,148.788,22.615,-78.201
430,-0.3057,0.6465,-0.9229,-4.700,-9.827,3.662,148.672,22.604,-78.289
440,-0.3354,0.5610,-0.8662,7.507,0.061,3.479,148.716,22.538,-78.322
450,-0.3960,0.4771,-0.7734,12.939,0.061,2.258,148.832,22.538,-78.338
460,-0.4609,0.3618,-0.6929,12.024,-8.362,-0.366,148.975,22.692,-78.382
470,-0.5049,0.3042,-0.6387,3.235,-21.362,-2.014,149.024,23.011,-78.486
480,-0.4873,0.3491,-0.6704,-7.996,-32.349,-2.258,148.914,23.395,-78.646
490,-0.4463,0.4341,-0.7593,-14.160,-32.593,-0.427,148.716,23.708,-78.821
500,-0.3896,0.5347,-0.8506,-13.977,-20.447,3.174,148.513,23.840,-78.970
510,-0.3418,0.6011,-0.9082,-6.409,-1.221,7.019,148.398,23.752,-79.041
520,-0.3252,0.5840,-0.9170,5.249,17.761,8.789,148.453,23.483,-79.019
530,-0.3618,0.5225,-0.8438,10.986,27.832,8.057,148.590,23.176,-78.937
540,-0.4229,0.4326,-0.7378,9.521,23.437,3.540,148.733,22.989,-78.838
550,-0.4702,0.3789,-0.6743,0.793,7.141,-1.587,148.782,23.022,-78.783
560,-0.4951,0.3809,-0.6401,-10.254,-12.390,-3.357,148.672,23.247,-78.821
570,-0.4678,0.4429,-0.6821,-15.259,-27.283,-2.686,148.453,23.560,-78.948
580,-0.4077,0.5498,-0.7964,-12.329,-29.114,1.831,148.228,23.785,-79.135
590,-0.3286,0.6724,-0.9414,0.183,-15.320,8.850,148.123,23.791,-79.305
600,-0.2632,0.7158,-1.0410,18.372,8.789,14.465,148.244,23.522,-79.387
610,-0.2471,0.6704,-1.0386,31.555,30.762,16.541,148.557,23.055,-79.365
620,-0.2979,0.5820,-0.9214,34.607,39.001,13.672,148.925,22.577,-79.272
630,-0.3906,0.4287,-0.7886,27.466,27.588,5.432,149.266,22.324,-79.167
640,-0.4683,0.3262,-0.6885,7.568,-0.061,-3.906,149.409,22.440,-79.129
650,-0.5024,0.3550,-0.6445,-16.235,-28.809,-10.193,149.238,22.852,-79.195
660,-0.4771,0.4175,-0.6914,-28.625,-48.279,-14.160,148.898,23.412,-79.332
670,-0.4375,0.5059,-0.7808,-30.212,-51.147,-11.902,148.513,23.923,-79.508
680,-0.4072,0.5659,-0.8320,-20.020,-36.865,-6.042,148.222,24.247,-79.662
690,-0.3892,0.5605,-0.8291,-3.723,-14.954,-0.671,148.134,24.346,-79.739
700,-0.4072,0.4966,-0.7817,10.864,3.845,2.930,148.233,24.296,-79.744
710,-0.4268,0.4458,-0.7388,17.761,14.221,4.028,148.431,24.175,-79.700
720,-0.4312,0.4307,-0.7368,16.663,14.160,3.845,148.629,24.060,-79.656
730,-0.4326,0.4316,-0.7510,11.108,8.545,3.601,148.760,23.994,-79.640
740,-0.4160,0.4707,-0.7930,3.174,2.625,3.174,148.788,23.961,-79.656
750,-0.3760,0.5503,-0.8647,-3.418,1.465,2.502,148.738,23.895,-79.673
760,-0.3530,0.5791,-0.9004,-5.127,4.944,1.343,148.678,23.791,-79.656
