elapsed_ms,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,angle_x_deg,angle_y_deg,angle_z_deg
0,-0.5874,0.6206,-0.5654,-24.109,-37.109,-15.808,133.566,33.074,-100.151
11,-0.5933,0.6953,-0.6489,-12.756,-19.653,-8.057,133.380,33.256,-100.256
20,-0.5781,0.7256,-0.6689,3.052,1.770,0.122,133.407,33.212,-100.239
30,-0.5557,0.6562,-0.6396,18.188,18.982,5.798,133.660,33.019,-100.124
40,-0.5444,0.5718,-0.5908,23.315,27.405,9.399,134.000,32.772,-99.965
50,-0.5410,0.5376,-0.5620,17.090,24.353,10.437,134.258,32.552,-99.844
60,-0.5356,0.5444,-0.5454,6.042,13.672,9.583,134.346,32.410,-99.805
70,-0.5415,0.5527,-0.5483,-3.479,1.831,7.263,134.291,32.371,-99.849
80,-0.5420,0.6289,-0.6060,-9.766,-5.188,5.249,134.143,32.366,-99.937
90,-0.5366,0.7261,-0.6812,-9.583,-3.235,4.517,134.006,32.316,-100.003
100,-0.5210,0.7886,-0.7344,-2.441,4.150,4.333,133.973,32.190,-100.003
110,-0.5044,0.7939,-0.7456,6.958,11.108,3.784,134.066,32.014,-99.943
120,-0.4985,0.7407,-0.7168,13.123,14.038,3.479,134.242,31.827,-99.849
130,-0.4956,0.6938,-0.6777,12.329,10.132,1.709,134.401,31.701,-99.778
140,-0.5068,0.5972,-0.5859,3.845,0.244,-2.258,134.451,31.707,-99.756
150,-0.5283,0.4912,-0.4800,-9.949,-16.113,-8.057,134.319,31.937,-99.827
160,-0.5552,0.4409,-0.4009,-22.278,-32.898,-13.916,133.989,32.371,-99.992
170,-0.5713,0.4458,-0.4067,-29.297,-44.617,-17.944,133.561,32.921,-100.223
180,-0.5986,0.5762,-0.4922,-28.442,-44.312,-15.869,133.116,33.387,-100.475
190,-0.6060,0.7017,-0.6055,-15.564,-26.611,-7.690,132.847,33.624,-100.646
200,-0.5947,0.8047,-0.7051,2.014,2.075,2.991,132.847,33.541,-100.651
210,-0.5562,0.7725,-0.7017,18.372,31.067,12.024,133.116,33.190,-100.475
220,-0.5249,0.6118,-0.5732,25.818,47.546,16.113,133.528,32.739,-100.190
230,-0.5156,0.4624,-0.4624,21.912,40.649,11.719,133.896,32.437,-99.937
240,-0.5215,0.4087,-0.3989,7.202,18.433,5.249,134.028,32.371,-99.822
